"m","mname","bdate","sexo","f"
"http://dbpedia.org/resource/Clint_Eastwood","Clint Eastwood",1930-05-31,"male","http://dbpedia.org/resource/Mystic_River_(film)"
"http://dbpedia.org/resource/Clint_Eastwood","Clint Eastwood","1930-5-31","male","http://dbpedia.org/resource/Mystic_River_(film)"
"http://dbpedia.org/resource/Cole_Porter","Cole Porter","1891-6-9","male","http://dbpedia.org/resource/High_Society_(1956_film)"
"http://dbpedia.org/resource/Frederick_Loewe","Frederick Loewe","1901-6-10","male","http://dbpedia.org/resource/Gigi_(1958_film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini",1924-04-16,"male","http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini","1924-4-16","male","http://dbpedia.org/resource/Breakfast_at_Tiffany's_(film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini",1924-04-16,"male","http://dbpedia.org/resource/Arabesque_(1966_film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini","1924-4-16","male","http://dbpedia.org/resource/Arabesque_(1966_film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini",1924-04-16,"male","http://dbpedia.org/resource/Imitation_of_Life_(1959_film)"
"http://dbpedia.org/resource/Henry_Mancini","Henry Mancini","1924-4-16","male","http://dbpedia.org/resource/Imitation_of_Life_(1959_film)"
"http://dbpedia.org/resource/Irving_Berlin","Irving Berlin",1888-05-11,"male","http://dbpedia.org/resource/Carefree_(film)"
"http://dbpedia.org/resource/Irving_Berlin","Irving Berlin","1888-5-11","male","http://dbpedia.org/resource/Carefree_(film)"
"http://dbpedia.org/resource/Kenneth_Williams","Kenneth Williams",1926-02-22,"male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Kenneth_Williams","Kenneth Williams","1926-2-22","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Kurt_Weill","Kurt Weill","1900-3-2","male","http://dbpedia.org/resource/Mack_the_Knife_(film)"
"http://dbpedia.org/resource/Stephen_Sondheim","Stephen Sondheim",1930-03-22,"male","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Stephen_Sondheim","Stephen Sondheim","1930-3-22","male","http://dbpedia.org/resource/Reds_(film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones",1949-03-23,"male","http://dbpedia.org/resource/Arachnophobia_(film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones","1949-3-23","male","http://dbpedia.org/resource/Arachnophobia_(film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones",1949-03-23,"male","http://dbpedia.org/resource/Chaos_(2005_Capitol_film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones","1949-3-23","male","http://dbpedia.org/resource/Chaos_(2005_Capitol_film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones",1949-03-23,"male","http://dbpedia.org/resource/Crossroads_(2002_film)"
"http://dbpedia.org/resource/Trevor_Jones_(composer)","Trevor Jones","1949-3-23","male","http://dbpedia.org/resource/Crossroads_(2002_film)"
"http://dbpedia.org/resource/Renzo_Rossellini_(composer)","Renzo Rossellini","1908-2-2","male","http://dbpedia.org/resource/L'Amore_(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Cast_Away"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Forrest_Gump"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Forrest_Gump"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Blown_Away_(1994_film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Super_Mario_Bros._(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Super_Mario_Bros._(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Critical_Condition_(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Critical_Condition_(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Downtown_(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Downtown_(film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Holy_Man"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Holy_Man"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri",1950-03-26,"male","http://dbpedia.org/resource/Sidekicks_(1992_film)"
"http://dbpedia.org/resource/Alan_Silvestri","Alan Silvestri","1950-3-26","male","http://dbpedia.org/resource/Sidekicks_(1992_film)"
"http://dbpedia.org/resource/Andrea_Guerra_(composer)","Andrea Guerra",1961-10-22,"male","http://dbpedia.org/resource/Dada's_Dance"
"http://dbpedia.org/resource/Frank_Fitzpatrick","Frank Fitzpatrick","1961-4-13","male","http://dbpedia.org/resource/Bad_Company_(1995_film)"
"http://dbpedia.org/resource/Roy_Webb","Roy Webb","1888-10-3","male","http://dbpedia.org/resource/Crossfire_(film)"
"http://dbpedia.org/resource/Roy_Webb","Roy Webb","1888-10-3","male","http://dbpedia.org/resource/Back_to_Bataan"
"http://dbpedia.org/resource/Roy_Webb","Roy Webb","1888-10-3","male","http://dbpedia.org/resource/Laddie_(1935_film)"
"http://dbpedia.org/resource/Roy_Webb","Roy Webb","1888-10-3","male","http://dbpedia.org/resource/Laddie_(1940_film)"
"http://dbpedia.org/resource/Will_Schaefer","Will Schaefer",1928-11-23,"male","http://dbpedia.org/resource/Nikki,_Wild_Dog_of_the_North"
"http://dbpedia.org/resource/Nathan_Barr","Nathan Barr",1973-02-09,"male","http://dbpedia.org/resource/Red_Dirt_(film)"
"http://dbpedia.org/resource/Nathan_Barr","Nathan Barr","1973-2-9","male","http://dbpedia.org/resource/Red_Dirt_(film)"
"http://dbpedia.org/resource/Ram_Sampath","Ram Sampath","1977-1-1","male","http://dbpedia.org/resource/Raman_Raghav_2.0"
"http://dbpedia.org/resource/Taro_Iwashiro","Taro Iwashiro","1965-5-1","male","http://dbpedia.org/resource/Genghis_Khan:_To_the_Ends_of_the_Earth_and_Sea"
"http://dbpedia.org/resource/Paul_Baillargeon","Paul Baillargeon","1944-1-1","male","http://dbpedia.org/resource/Keep_It_in_the_Family_(1973_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","Chan Fai Young","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","Can4 Fai1 Joeng4","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","Chan Fai-young","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","Chén Huī Yáng","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","陈辉阳","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Keith_Chan_Fai-young","陳輝陽","1968-1-1","male","http://dbpedia.org/resource/Office_(2015_Hong_Kong_film)"
"http://dbpedia.org/resource/Max_Harris_(composer)","Max Harris","1918-9-15","male","http://dbpedia.org/resource/Carry_On_(franchise)"
"http://dbpedia.org/resource/Mike_Figgis","Mike Figgis",1948-02-28,"male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Mike_Figgis","Mike Figgis","1948-2-28","male","http://dbpedia.org/resource/Leaving_Las_Vegas"
"http://dbpedia.org/resource/Nathan_Scott","Nathan Scott","1988-6-23","male","http://dbpedia.org/resource/Calendar_Girl_(1947_film)"
"http://dbpedia.org/resource/P._Bhaskaran","P. Bhaskaran",1924-04-21,"male","http://dbpedia.org/resource/Devadas"
"http://dbpedia.org/resource/P._Bhaskaran","P. Bhaskaran","1924-4-21","male","http://dbpedia.org/resource/Devadas"
"http://dbpedia.org/resource/Walter_Greene","Walter Greene",1910-01-23,"male","http://dbpedia.org/resource/Rimfire_(film)"
"http://dbpedia.org/resource/Walter_Greene","Walter Greene","1910-1-23","male","http://dbpedia.org/resource/Rimfire_(film)"
"http://dbpedia.org/resource/Rudolf_Friml","Rudolf Friml","1879-12-7","male","http://dbpedia.org/resource/Rose_Marie_(1936_film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young",1900-08-08,"male","http://dbpedia.org/resource/The_Greatest_Show_on_Earth_(film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young","1900-8-8","male","http://dbpedia.org/resource/The_Greatest_Show_on_Earth_(film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young",1900-08-08,"male","http://dbpedia.org/resource/Untamed_(1940_film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young","1900-8-8","male","http://dbpedia.org/resource/Untamed_(1940_film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young",1900-08-08,"male","http://dbpedia.org/resource/Flying_Tigers_(film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young","1900-8-8","male","http://dbpedia.org/resource/Flying_Tigers_(film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young",1900-08-08,"male","http://dbpedia.org/resource/Paid_in_Full_(1950_film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young","1900-8-8","male","http://dbpedia.org/resource/Paid_in_Full_(1950_film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young",1900-08-08,"male","http://dbpedia.org/resource/Something_to_Live_For_(film)"
"http://dbpedia.org/resource/Victor_Young","Victor Young","1900-8-8","male","http://dbpedia.org/resource/Something_to_Live_For_(film)"
"http://dbpedia.org/resource/Chan_Kwong-wing","Chan Kwong-wing","1967-6-15","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Chan_Kwong-wing","Chén Guāngróng","1967-6-15","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Chan_Kwong-wing","can4 gwong1 wing4","1967-6-15","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Chan_Kwong-wing","陈光荣","1967-6-15","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Chan_Kwong-wing","陳光榮","1967-6-15","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Pete_Carpenter","Pete Carpenter",1914-04-01,"male","http://dbpedia.org/resource/Rabbit_Test_(film)"
"http://dbpedia.org/resource/Pete_Carpenter","Pete Carpenter","1914-4-1","male","http://dbpedia.org/resource/Rabbit_Test_(film)"
"http://dbpedia.org/resource/Jason_Frederick","Jason Frederick",1970-11-29,"male","http://dbpedia.org/resource/Dawg_(film)"
"http://dbpedia.org/resource/Paul_Hoffert","Paul Hoffert","1943-9-22","male","http://dbpedia.org/resource/Paradise_(1982_film)"
"http://dbpedia.org/resource/Alexander_Hacke","Alexander Hacke",1965-10-11,"male","http://dbpedia.org/resource/Cannibal_(2006_film)"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat",1961-08-23,"male","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat","1961-8-23","male","http://dbpedia.org/resource/The_Luzhin_Defence"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat",1961-08-23,"male","http://dbpedia.org/resource/The_Tree_of_Life_(film)"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat","1961-8-23","male","http://dbpedia.org/resource/The_Tree_of_Life_(film)"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat",1961-08-23,"male","http://dbpedia.org/resource/A_Prophet"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat","1961-8-23","male","http://dbpedia.org/resource/A_Prophet"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat",1961-08-23,"male","http://dbpedia.org/resource/Godzilla_(2014_film)"
"http://dbpedia.org/resource/Alexandre_Desplat","Alexandre Desplat","1961-8-23","male","http://dbpedia.org/resource/Godzilla_(2014_film)"
"http://dbpedia.org/resource/Blake_Leyh","Blake Leyh","1962-1-1","male","http://dbpedia.org/resource/Sick:_The_Life_and_Death_of_Bob_Flanagan,_Supermasochist"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young",1958-04-28,"male","http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young","1957-4-28","male","http://dbpedia.org/resource/Deliver_Us_from_Evil_(2014_film)"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young",1958-04-28,"male","http://dbpedia.org/resource/Godzilla_1985"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young","1957-4-28","male","http://dbpedia.org/resource/Godzilla_1985"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young",1958-04-28,"male","http://dbpedia.org/resource/Sinister_(film)"
"http://dbpedia.org/resource/Christopher_Young","Christopher Young","1957-4-28","male","http://dbpedia.org/resource/Sinister_(film)"
"http://dbpedia.org/resource/David_Kristian","David Kristian",1967-11-05,"male","http://dbpedia.org/resource/One_Love_(2009_film)"
"http://dbpedia.org/resource/David_Kristian","David Kristian","1967-11-5","male","http://dbpedia.org/resource/One_Love_(2009_film)"
"http://dbpedia.org/resource/Joel_McNeely","Joel McNeely",1959-03-28,"male","http://dbpedia.org/resource/Samantha_(film)"
"http://dbpedia.org/resource/Joel_McNeely","Joel McNeely","1959-3-28","male","http://dbpedia.org/resource/Samantha_(film)"
"http://dbpedia.org/resource/Mike_Peters_(musician)","Mike Peters",1959-02-25,"male","http://dbpedia.org/resource/Vinyl_(2012_film)"
"http://dbpedia.org/resource/Mike_Peters_(musician)","Mike Peters","1959-2-25","male","http://dbpedia.org/resource/Vinyl_(2012_film)"
"http://dbpedia.org/resource/Mike_Trim","Mike Trim","1945-8-26","male","http://dbpedia.org/resource/Missing_Link_(film)"
"http://dbpedia.org/resource/Osamu_Kitajima","Osamu Kitajima",1949-02-03,"male","http://dbpedia.org/resource/Captive_Hearts_(film)"
"http://dbpedia.org/resource/Osamu_Kitajima","Osamu Kitajima","1949-2-3","male","http://dbpedia.org/resource/Captive_Hearts_(film)"
"http://dbpedia.org/resource/Osamu_Kitajima","Osamu Kitajima (喜多嶋修)",1949-02-03,"male","http://dbpedia.org/resource/Captive_Hearts_(film)"
"http://dbpedia.org/resource/Osamu_Kitajima","Osamu Kitajima (喜多嶋修)","1949-2-3","male","http://dbpedia.org/resource/Captive_Hearts_(film)"
"http://dbpedia.org/resource/Richard_Hartley","Richard Hartley","1944-7-28","male","http://dbpedia.org/resource/Aces_High_(film)"
"http://dbpedia.org/resource/Ryan_Shore","Ryan Shore",1974-12-29,"male","http://dbpedia.org/resource/Cabin_Fever_2:_Spring_Fever"
"http://dbpedia.org/resource/Maurice_Gibb","Maurice Gibb",1949-12-22,"male","http://dbpedia.org/resource/Saturday_Night_Fever"
"http://dbpedia.org/resource/Bert_Kalmar","Bert Kalmar",1884-02-10,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Bert_Kalmar","Bert Kalmar","1884-2-10","male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Mike_Post","Mike Post",1944-09-29,"male","http://dbpedia.org/resource/Rabbit_Test_(film)"
"http://dbpedia.org/resource/Mike_Post","Mike Post","1944-9-29","male","http://dbpedia.org/resource/Rabbit_Test_(film)"
"http://dbpedia.org/resource/Albert_Hay_Malotte","Albert Hay Malotte",1895-05-19,"male","http://dbpedia.org/resource/The_Big_Fisherman"
"http://dbpedia.org/resource/Albert_Hay_Malotte","Albert Hay Malotte","1895-5-19","male","http://dbpedia.org/resource/The_Big_Fisherman"
"http://dbpedia.org/resource/George_Fenton","George Fenton",1950-10-19,"male","http://dbpedia.org/resource/Multiplicity_(film)"
"http://dbpedia.org/resource/Harold_Adamson","Harold Adamson",1906-12-10,"male","http://dbpedia.org/resource/The_Great_Ziegfeld"
"http://dbpedia.org/resource/Nacio_Herb_Brown","Nacio Herb Brown",1896-02-22,"male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Nacio_Herb_Brown","Nacio Herb Brown","1896-2-22","male","http://dbpedia.org/resource/The_Hollywood_Revue_of_1929"
"http://dbpedia.org/resource/Artemi_Ayvazyan","Artemi Ayvazyan",1902-06-26,"male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Artemi_Ayvazyan","Artemi Ayvazyan","1902-6-26","male","http://dbpedia.org/resource/The_Snow_Queen_(1957_film)"
"http://dbpedia.org/resource/Louis_Levy","Louis Levy",1894-11-20,"male","http://dbpedia.org/resource/It's_a_Boy_(film)"
"http://dbpedia.org/resource/Louis_Levy","Louis Levy",1894-11-20,"male","http://dbpedia.org/resource/Jack_of_All_Trades_(1936_film)"
"http://dbpedia.org/resource/Louis_Levy","Louis Levy",1894-11-20,"male","http://dbpedia.org/resource/Crackerjack_(1938_film)"
"http://dbpedia.org/resource/D._Imman","D. Imman",1981-01-24,"male","http://dbpedia.org/resource/Amara_(film)"
"http://dbpedia.org/resource/D._Imman","D. Imman","1983-1-24","male","http://dbpedia.org/resource/Amara_(film)"
"http://dbpedia.org/resource/D._Imman","Imman",1981-01-24,"male","http://dbpedia.org/resource/Amara_(film)"
"http://dbpedia.org/resource/D._Imman","Imman","1983-1-24","male","http://dbpedia.org/resource/Amara_(film)"
"http://dbpedia.org/resource/D._Imman","D. Imman",1981-01-24,"male","http://dbpedia.org/resource/Kalinga_(film)"
"http://dbpedia.org/resource/D._Imman","D. Imman","1983-1-24","male","http://dbpedia.org/resource/Kalinga_(film)"
"http://dbpedia.org/resource/D._Imman","Imman",1981-01-24,"male","http://dbpedia.org/resource/Kalinga_(film)"
"http://dbpedia.org/resource/D._Imman","Imman","1983-1-24","male","http://dbpedia.org/resource/Kalinga_(film)"
"http://dbpedia.org/resource/D._Imman","D. Imman",1981-01-24,"male","http://dbpedia.org/resource/Jeeva_(2014_film)"
"http://dbpedia.org/resource/D._Imman","D. Imman","1983-1-24","male","http://dbpedia.org/resource/Jeeva_(2014_film)"
"http://dbpedia.org/resource/D._Imman","Imman",1981-01-24,"male","http://dbpedia.org/resource/Jeeva_(2014_film)"
"http://dbpedia.org/resource/D._Imman","Imman","1983-1-24","male","http://dbpedia.org/resource/Jeeva_(2014_film)"
"http://dbpedia.org/resource/William_Axt","William Axt","1888-4-19","male","http://dbpedia.org/resource/Grand_Hotel_(1932_film)"
"http://dbpedia.org/resource/William_Axt","William Axt","1888-4-19","male","http://dbpedia.org/resource/Untamed_(1929_film)"
"http://dbpedia.org/resource/William_Axt","William Axt","1888-4-19","male","http://dbpedia.org/resource/Untamed_(1940_film)"
"http://dbpedia.org/resource/William_Axt","William Axt","1888-4-19","male","http://dbpedia.org/resource/Faust_(1926_film)"
"http://dbpedia.org/resource/Ranjit_Barot","Ranjit Barot","1950-0-0","male","http://dbpedia.org/resource/Cash_(2007_film)"
"http://dbpedia.org/resource/Vladimir_Horunzhy","Vladimir Horunzhy",1949-09-19,"male","http://dbpedia.org/resource/Original_Gangstas"
"http://dbpedia.org/resource/Vladimir_Horunzhy","Vladimir Horunzhy","1949-9-19","male","http://dbpedia.org/resource/Original_Gangstas"
"http://dbpedia.org/resource/Colin_Towns","Colin Towns",1948-05-13,"male","http://dbpedia.org/resource/Red_Mercury_(film)"
"http://dbpedia.org/resource/Colin_Towns","Colin Towns","1948-5-13","male","http://dbpedia.org/resource/Red_Mercury_(film)"
"http://dbpedia.org/resource/Francis_Poulenc","Francis Poulenc","1899-1-7","male","http://dbpedia.org/resource/Rope_(film)"
"http://dbpedia.org/resource/J._Peter_Robinson","J. Peter Robinson",1945-09-16,"male","http://dbpedia.org/resource/Cocktail_(1988_film)"
"http://dbpedia.org/resource/J._Peter_Robinson","J. Peter Robinson","1945-9-16","male","http://dbpedia.org/resource/Cocktail_(1988_film)"
"http://dbpedia.org/resource/J._Peter_Robinson","J. Peter Robinson",1945-09-16,"male","http://dbpedia.org/resource/Quinceañera_(film)"
"http://dbpedia.org/resource/J._Peter_Robinson","J. Peter Robinson","1945-9-16","male","http://dbpedia.org/resource/Quinceañera_(film)"
"http://dbpedia.org/resource/Jeff_Alexander","Jeff Alexander",1910-07-02,"male","http://dbpedia.org/resource/Party_Girl_(1958_film)"
"http://dbpedia.org/resource/Jeff_Alexander","Jeff Alexander","1910-7-2","male","http://dbpedia.org/resource/Party_Girl_(1958_film)"
"http://dbpedia.org/resource/John_Morris_(composer)","John Morris",1926-10-18,"male","http://dbpedia.org/resource/To_Be_or_Not_to_Be_(1983_film)"
"http://dbpedia.org/resource/John_Morris_(composer)","John Morris",1926-10-18,"male","http://dbpedia.org/resource/Bank_Shot"
"http://dbpedia.org/resource/Nancy_Wilson_(rock_musician)","Nancy Wilson",1954-03-16,"female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Nancy_Wilson_(rock_musician)","Nancy Wilson","1954-3-16","female","http://dbpedia.org/resource/Vanilla_Sky"
"http://dbpedia.org/resource/Ry_Cooder","Ry Cooder",1947-03-15,"male","http://dbpedia.org/resource/Crossroads_(1986_film)"
"http://dbpedia.org/resource/Ry_Cooder","Ry Cooder","1947-3-15","male","http://dbpedia.org/resource/Crossroads_(1986_film)"
"http://dbpedia.org/resource/Walter_Donaldson","Walter Donaldson",1893-02-15,"male","http://dbpedia.org/resource/The_Great_Ziegfeld"
"http://dbpedia.org/resource/Walter_Donaldson","Walter Donaldson","1893-2-15","male","http://dbpedia.org/resource/The_Great_Ziegfeld"
"http://dbpedia.org/resource/Anand_Bakshi","Anand Bakshi",1930-07-21,"male","http://dbpedia.org/resource/Dil_To_Pagal_Hai"
"http://dbpedia.org/resource/Anand_Bakshi","Anand Bakshi","1930-7-21","male","http://dbpedia.org/resource/Dil_To_Pagal_Hai"
"http://dbpedia.org/resource/Anil_Biswas_(composer)","Anil Biswas",1914-07-07,"male","http://dbpedia.org/resource/Bahen_(film)"
"http://dbpedia.org/resource/Anil_Biswas_(composer)","Anil Biswas","1914-7-7","male","http://dbpedia.org/resource/Bahen_(film)"
"http://dbpedia.org/resource/Anil_Biswas_(composer)","অনিল বিশ্বাস",1914-07-07,"male","http://dbpedia.org/resource/Bahen_(film)"
"http://dbpedia.org/resource/Anil_Biswas_(composer)","অনিল বিশ্বাস","1914-7-7","male","http://dbpedia.org/resource/Bahen_(film)"
"http://dbpedia.org/resource/David_Whitaker_(composer)","David Whitaker",1931-01-06,"male","http://dbpedia.org/resource/Eyewitness_(1970_film)"
"http://dbpedia.org/resource/David_Whitaker_(composer)","David Whitaker","1931-1-6","male","http://dbpedia.org/resource/Eyewitness_(1970_film)"
"http://dbpedia.org/resource/David_Whitaker_(composer)","David Whitaker",1931-01-06,"male","http://dbpedia.org/resource/Lemming_(film)"
"http://dbpedia.org/resource/David_Whitaker_(composer)","David Whitaker","1931-1-6","male","http://dbpedia.org/resource/Lemming_(film)"
"http://dbpedia.org/resource/Edward_Ward_(composer)","Edward Ward",1900-04-03,"male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Edward_Ward_(composer)","Edward Ward","1900-4-3","male","http://dbpedia.org/resource/San_Francisco_(1936_film)"
"http://dbpedia.org/resource/Edward_Ward_(composer)","Edward Ward",1900-04-03,"male","http://dbpedia.org/resource/Man_of_the_People_(film)"
"http://dbpedia.org/resource/Edward_Ward_(composer)","Edward Ward","1900-4-3","male","http://dbpedia.org/resource/Man_of_the_People_(film)"
"http://dbpedia.org/resource/John_Addison","John Addison",1920-03-16,"male","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/John_Addison","John Addison","1920-3-16","male","http://dbpedia.org/resource/Brandy_for_the_Parson"
"http://dbpedia.org/resource/Louis_Silvers","Louis Silvers",1889-09-06,"male","http://dbpedia.org/resource/It_Happened_One_Night"
"http://dbpedia.org/resource/Louis_Silvers","Louis Silvers","1889-9-6","male","http://dbpedia.org/resource/It_Happened_One_Night"
"http://dbpedia.org/resource/Louis_Silvers","Louis Silvers",1889-09-06,"male","http://dbpedia.org/resource/Jesse_James_(1939_film)"
"http://dbpedia.org/resource/Louis_Silvers","Louis Silvers","1889-9-6","male","http://dbpedia.org/resource/Jesse_James_(1939_film)"
"http://dbpedia.org/resource/Robert_Fleming_(composer)","Robert Fleming",1921-11-12,"male","http://dbpedia.org/resource/The_Rising_Tide_(film)"
"http://dbpedia.org/resource/Harry_Ruby","Harry Ruby",1895-01-27,"male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Harry_Ruby","Harry Ruby","1895-1-27","male","http://dbpedia.org/resource/Animal_Crackers_(1930_film)"
"http://dbpedia.org/resource/Richard_Rodney_Bennett","Richard Rodney Bennett","1936-3-29","male","http://dbpedia.org/resource/Interpol_(1957_film)"
"http://dbpedia.org/resource/Yasser_Abdel_Rahman","Yasser Abdel Rahman","1961-1-1","male","http://dbpedia.org/resource/Le_Chaos"
"http://dbpedia.org/resource/Jamie_Blanks","Jamie Blanks","1961-1-1","male","http://dbpedia.org/resource/Storm_Warning_(2007_film)"
"http://dbpedia.org/resource/Lyn_Murray","Lyn Murray",1909-08-13,"male","http://dbpedia.org/resource/Come_Fly_with_Me_(film)"
"http://dbpedia.org/resource/Lyn_Murray","Lyn Murray","1909-8-13","male","http://dbpedia.org/resource/Come_Fly_with_Me_(film)"
"http://dbpedia.org/resource/Teddy_Robin","Teddy Robin","1945-3-2","male","http://dbpedia.org/resource/Full_Contact"
"http://dbpedia.org/resource/Teddy_Robin","taai3 dik6 lo4 ban1","1945-3-2","male","http://dbpedia.org/resource/Full_Contact"
"http://dbpedia.org/resource/Teddy_Robin","tai4 di2 luo2 bin1","1945-3-2","male","http://dbpedia.org/resource/Full_Contact"
"http://dbpedia.org/resource/Teddy_Robin","泰迪罗宾","1945-3-2","male","http://dbpedia.org/resource/Full_Contact"
"http://dbpedia.org/resource/Teddy_Robin","泰迪羅賓","1945-3-2","male","http://dbpedia.org/resource/Full_Contact"
"http://dbpedia.org/resource/Alex_Paul","Alex Paul",1961-11-21,"male","http://dbpedia.org/resource/Classmates_(2006_film)"
"http://dbpedia.org/resource/Bharathwaj","Bharathwaj",1960-07-03,"male","http://dbpedia.org/resource/Gemini_(2002_Tamil_film)"
"http://dbpedia.org/resource/Bharathwaj","Bharathwaj","1960-3-7","male","http://dbpedia.org/resource/Gemini_(2002_Tamil_film)"
