"a","aname","bdate","sexo","f"
"http://dbpedia.org/resource/Park_Ye-jin","Park Ye-jin",1981-04-01,"female","http://dbpedia.org/resource/Memento_Mori_(film)"
"http://dbpedia.org/resource/Park_Ye-jin","Park Ye-jin","1981-4-1","female","http://dbpedia.org/resource/Memento_Mori_(film)"
"http://dbpedia.org/resource/Sam_Spruell","Sam Spruell",1977-01-01,"male","http://dbpedia.org/resource/Mayday_(UK_TV_series)"
"http://dbpedia.org/resource/Sam_Spruell","Sam Spruell","1977-1-1","male","http://dbpedia.org/resource/Mayday_(UK_TV_series)"
"http://dbpedia.org/resource/Luis_Alandy","Luis Alandy",1980-02-07,"male","http://dbpedia.org/resource/Mila_(film)"
"http://dbpedia.org/resource/Luis_Alandy","Luis Alandy","1980-2-7","male","http://dbpedia.org/resource/Mila_(film)"
"http://dbpedia.org/resource/Umashree","Umashree",1957-05-10,"female","http://dbpedia.org/resource/Malla_(film)"
"http://dbpedia.org/resource/Umashree","Umashree","1957-5-10","female","http://dbpedia.org/resource/Malla_(film)"
"http://dbpedia.org/resource/Al_Franken","Al Franken",1951-05-21,"male","http://dbpedia.org/resource/One_More_Saturday_Night_(film)"
"http://dbpedia.org/resource/Al_Franken","Al Franken","1951-5-21","male","http://dbpedia.org/resource/One_More_Saturday_Night_(film)"
"http://dbpedia.org/resource/Ali_Larter","Ali Larter",1976-02-28,"female","http://dbpedia.org/resource/Marigold_(2007_film)"
"http://dbpedia.org/resource/Ali_Larter","Ali Larter","1976-2-28","female","http://dbpedia.org/resource/Marigold_(2007_film)"
"http://dbpedia.org/resource/Andrew_McCarthy","Andrew McCarthy",1962-11-29,"male","http://dbpedia.org/resource/Mannequin_(1987_film)"
"http://dbpedia.org/resource/Bette_Midler","Bette Midler",1945-12-01,"female","http://dbpedia.org/resource/Jinxed!_(1982_film)"
"http://dbpedia.org/resource/Bette_Midler","Bette Midler","1945-12-1","female","http://dbpedia.org/resource/Jinxed!_(1982_film)"
"http://dbpedia.org/resource/Bob_Mathias","Bob Mathias",1930-11-17,"male","http://dbpedia.org/resource/Minotaur,_the_Wild_Beast_of_Crete"
"http://dbpedia.org/resource/Carolyn_Lawrence","Carolyn Lawrence",1967-02-13,"female","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Carolyn_Lawrence","Carolyn Lawrence","1967-2-13","female","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Charlotte_Gainsbourg","Charlotte Gainsbourg",1971-07-21,"female","http://dbpedia.org/resource/Ismael's_Ghosts"
"http://dbpedia.org/resource/Charlotte_Gainsbourg","Charlotte Gainsbourg","1971-7-21","female","http://dbpedia.org/resource/Ismael's_Ghosts"
"http://dbpedia.org/resource/Charlotte_Gainsbourg","Charlotte Gainsbourg",1971-07-21,"female","http://dbpedia.org/resource/Lemming_(film)"
"http://dbpedia.org/resource/Charlotte_Gainsbourg","Charlotte Gainsbourg","1971-7-21","female","http://dbpedia.org/resource/Lemming_(film)"
"http://dbpedia.org/resource/Chase_Masterson","Chase Masterson",1963-02-26,"female","http://dbpedia.org/resource/Manticore_(film)"
"http://dbpedia.org/resource/Chase_Masterson","Chase Masterson","1963-2-26","female","http://dbpedia.org/resource/Manticore_(film)"
"http://dbpedia.org/resource/Chazz_Palminteri","Chazz Palminteri",1952-05-15,"male","http://dbpedia.org/resource/Jolene_(film)"
"http://dbpedia.org/resource/Chazz_Palminteri","Chazz Palminteri","1952-5-15","male","http://dbpedia.org/resource/Jolene_(film)"
"http://dbpedia.org/resource/Claudia_Cardinale","Claudia Cardinale","1938-4-15","female","http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West"
"http://dbpedia.org/resource/Danielle_Harris","Danielle Harris",1977-06-01,"female","http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn"
"http://dbpedia.org/resource/Danielle_Harris","Danielle Harris","1977-6-1","female","http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn"
"http://dbpedia.org/resource/Danny_Glover","Danny Glover",1946-07-22,"male","http://dbpedia.org/resource/Mysteria_(film)"
"http://dbpedia.org/resource/Danny_Glover","Danny Glover","1946-7-22","male","http://dbpedia.org/resource/Mysteria_(film)"
"http://dbpedia.org/resource/Danny_Trejo","Danny Trejo",1944-05-16,"male","http://dbpedia.org/resource/Modus_Operandi_(film)"
"http://dbpedia.org/resource/Danny_Trejo","Danny Trejo","1944-5-16","male","http://dbpedia.org/resource/Modus_Operandi_(film)"
"http://dbpedia.org/resource/Eric_Roberts","Eric Roberts",1956-04-18,"male","http://dbpedia.org/resource/Lansky_(film)"
"http://dbpedia.org/resource/Eric_Roberts","Eric Roberts","1956-4-18","male","http://dbpedia.org/resource/Lansky_(film)"
"http://dbpedia.org/resource/Fergie_(singer)","Fergie",1975-03-27,"female","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Fergie_(singer)","Fergie","1975-3-27","female","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Harold_Lloyd","Harold Lloyd",1893-04-20,"male","http://dbpedia.org/resource/Let's_Go_(film)"
"http://dbpedia.org/resource/Harold_Lloyd","Harold Lloyd","1893-4-20","male","http://dbpedia.org/resource/Let's_Go_(film)"
"http://dbpedia.org/resource/Jane_Wyman","Jane Wyman",1917-01-05,"female","http://dbpedia.org/resource/Magnificent_Obsession_(1954_film)"
"http://dbpedia.org/resource/Jane_Wyman","Jane Wyman","1914-1-4","female","http://dbpedia.org/resource/Magnificent_Obsession_(1954_film)"
"http://dbpedia.org/resource/Jeffrey_Combs","Jeffrey Combs",1954-09-09,"male","http://dbpedia.org/resource/Night_of_the_Living_Dead_3D:_Re-Animation"
"http://dbpedia.org/resource/Jeffrey_Combs","Jeffrey Combs","1954-9-9","male","http://dbpedia.org/resource/Night_of_the_Living_Dead_3D:_Re-Animation"
"http://dbpedia.org/resource/Kris_Kristofferson","Kris Kristofferson",1936-06-22,"male","http://dbpedia.org/resource/Knights_(film)"
"http://dbpedia.org/resource/Kris_Kristofferson","Kris Kristofferson","1936-6-22","male","http://dbpedia.org/resource/Knights_(film)"
"http://dbpedia.org/resource/Kristy_Swanson","Kristy Swanson",1969-12-19,"female","http://dbpedia.org/resource/Mannequin_Two:_On_the_Move"
"http://dbpedia.org/resource/Kyoko_Fukada","Kyoko Fukada",1982-11-02,"female","http://dbpedia.org/resource/Onmyoji_2"
"http://dbpedia.org/resource/Kyoko_Fukada","Kyoko Fukada","1982-11-2","female","http://dbpedia.org/resource/Onmyoji_2"
"http://dbpedia.org/resource/Linda_Fiorentino","Linda Fiorentino",1960-03-09,"female","http://dbpedia.org/resource/Larger_than_Life_(film)"
"http://dbpedia.org/resource/Linda_Fiorentino","Linda Fiorentino","1958-3-9","female","http://dbpedia.org/resource/Larger_than_Life_(film)"
"http://dbpedia.org/resource/Mariel_Hemingway","Mariel Hemingway",1961-11-22,"female","http://dbpedia.org/resource/Into_the_Badlands"
"http://dbpedia.org/resource/Milla_Jovovich","Milla Jovovich",1975-12-17,"female","http://dbpedia.org/resource/No_Good_Deed_(2002_film)"
"http://dbpedia.org/resource/Peter_Coyote","Peter Coyote",1941-10-10,"male","http://dbpedia.org/resource/Jagged_Edge_(film)"
"http://dbpedia.org/resource/Rob_Paulsen","Rob Paulsen",1956-03-11,"male","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Rob_Paulsen","Rob Paulsen","1956-3-11","male","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Robert_Beltran","Robert Beltran",1953-11-19,"male","http://dbpedia.org/resource/Manticore_(film)"
"http://dbpedia.org/resource/Robert_Englund","Robert Englund",1947-06-06,"male","http://dbpedia.org/resource/Night_Terrors_(film)"
"http://dbpedia.org/resource/Robert_Englund","Robert Englund","1947-6-6","male","http://dbpedia.org/resource/Night_Terrors_(film)"
"http://dbpedia.org/resource/Sam_Shepard","Sam Shepard",1943-11-05,"male","http://dbpedia.org/resource/Midnight_Special_(film)"
"http://dbpedia.org/resource/Sam_Shepard","Sam Shepard","1943-11-5","male","http://dbpedia.org/resource/Midnight_Special_(film)"
"http://dbpedia.org/resource/Tim_Robbins","Tim Robbins",1958-10-16,"male","http://dbpedia.org/resource/Mystic_River_(film)"
"http://dbpedia.org/resource/Chris_Lemmon","Chris Lemmon",1954-06-22,"male","http://dbpedia.org/resource/Just_Before_Dawn_(1981_film)"
"http://dbpedia.org/resource/Chris_Lemmon","Chris Lemmon","1954-6-22","male","http://dbpedia.org/resource/Just_Before_Dawn_(1981_film)"
"http://dbpedia.org/resource/Felissa_Rose","Felissa Rose","1969-5-23","female","http://dbpedia.org/resource/Nikos_the_Impaler"
"http://dbpedia.org/resource/Stella_Stevens","Stella Stevens",1938-10-01,"female","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Stella_Stevens","Stella Stevens","1936-10-1","female","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Andreas_Schnaas","Andreas Schnaas",1968-04-01,"male","http://dbpedia.org/resource/Nikos_the_Impaler"
"http://dbpedia.org/resource/Andreas_Schnaas","Andreas Schnaas","1968-4-1","male","http://dbpedia.org/resource/Nikos_the_Impaler"
"http://dbpedia.org/resource/Arielle_Dombasle","Arielle Dombasle",1953-04-27,"female","http://dbpedia.org/resource/Miroslava_(film)"
"http://dbpedia.org/resource/Arielle_Dombasle","Arielle Dombasle","1953-4-27","female","http://dbpedia.org/resource/Miroslava_(film)"
"http://dbpedia.org/resource/Barbara_Carrera","Barbara Carrera",1945-12-31,"female","http://dbpedia.org/resource/Lone_Wolf_McQuade"
"http://dbpedia.org/resource/Debi_Derryberry","Debi Derryberry",1967-09-27,"female","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Debi_Derryberry","Debi Derryberry","1967-9-27","female","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Edward_Burns","Edward Burns",1968-01-29,"male","http://dbpedia.org/resource/Newlyweds_(film)"
"http://dbpedia.org/resource/Edward_Burns","Edward Burns","1968-1-29","male","http://dbpedia.org/resource/Newlyweds_(film)"
"http://dbpedia.org/resource/Gary_Cole","Gary Cole",1956-09-20,"male","http://dbpedia.org/resource/Kiss_the_Sky_(film)"
"http://dbpedia.org/resource/Gary_Cole","Gary Cole","1956-9-20","male","http://dbpedia.org/resource/Kiss_the_Sky_(film)"
"http://dbpedia.org/resource/Harry_Carey_Jr.","Harry Carey Jr.",1921-05-16,"male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Harry_Carey_Jr.","Harry Carey Jr.","1921-5-16","male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Harry_Carey_Jr.","Harry Carey",1921-05-16,"male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Harry_Carey_Jr.","Harry Carey","1921-5-16","male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Heather_Donahue","Heather Donahue",1974-12-22,"female","http://dbpedia.org/resource/Manticore_(film)"
"http://dbpedia.org/resource/Heather_Donahue","Heather Donahue","1972-8-17","female","http://dbpedia.org/resource/Manticore_(film)"
"http://dbpedia.org/resource/Idris_Elba","Idris Elba",1972-09-06,"male","http://dbpedia.org/resource/No_Good_Deed_(2014_film)"
"http://dbpedia.org/resource/Idris_Elba","Idris Elba","1972-9-6","male","http://dbpedia.org/resource/No_Good_Deed_(2014_film)"
"http://dbpedia.org/resource/Idris_Elba","Idris Elba",1972-09-06,"male","http://dbpedia.org/resource/One_Love_(2003_film)"
"http://dbpedia.org/resource/Idris_Elba","Idris Elba","1972-9-6","male","http://dbpedia.org/resource/One_Love_(2003_film)"
"http://dbpedia.org/resource/James_Arness","James Arness",1923-05-26,"male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/James_Arness","James Arness","1923-5-26","male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Jessica_Drake","Jessica Drake",1974-10-14,"female","http://dbpedia.org/resource/Lovers_Lane_(2005_film)"
"http://dbpedia.org/resource/Louis_Garrel","Louis Garrel",1983-06-14,"male","http://dbpedia.org/resource/Ismael's_Ghosts"
"http://dbpedia.org/resource/Louis_Garrel","Louis Garrel","1983-6-14","male","http://dbpedia.org/resource/Ismael's_Ghosts"
"http://dbpedia.org/resource/Miki_Nakatani","Miki Nakatani",1976-01-12,"female","http://dbpedia.org/resource/Loft_(2005_film)"
"http://dbpedia.org/resource/Miki_Nakatani","Miki Nakatani","1976-1-12","female","http://dbpedia.org/resource/Loft_(2005_film)"
"http://dbpedia.org/resource/Reza_Kianian","Reza Kianian",1951-06-19,"male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Reza_Kianian","Reza Kianian","1951-6-19","male","http://dbpedia.org/resource/Maritime_Silk_Road_(film)"
"http://dbpedia.org/resource/Rob_Morrow","Rob Morrow",1962-09-21,"male","http://dbpedia.org/resource/Maze_(film)"
"http://dbpedia.org/resource/Rob_Morrow","Rob Morrow","1962-9-21","male","http://dbpedia.org/resource/Maze_(film)"
"http://dbpedia.org/resource/Andy_Devine","Andy Devine",1905-10-07,"male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Andy_Devine","Andy Devine","1905-10-7","male","http://dbpedia.org/resource/Island_in_the_Sky_(1953_film)"
"http://dbpedia.org/resource/Busta_Rhymes","Busta Rhymes",1972-05-20,"male","http://dbpedia.org/resource/Narc_(film)"
"http://dbpedia.org/resource/Busta_Rhymes","Busta Rhymes","1972-5-20","male","http://dbpedia.org/resource/Narc_(film)"
"http://dbpedia.org/resource/George_Clooney","George Clooney",1961-05-06,"male","http://dbpedia.org/resource/Michael_Clayton_(film)"
"http://dbpedia.org/resource/George_Clooney","George Clooney","1961-5-6","male","http://dbpedia.org/resource/Michael_Clayton_(film)"
"http://dbpedia.org/resource/Isabelle_Huppert","Isabelle Huppert",1953-03-16,"female","http://dbpedia.org/resource/Loulou_(film)"
"http://dbpedia.org/resource/Isabelle_Huppert","Isabelle Huppert","1953-3-16","female","http://dbpedia.org/resource/Loulou_(film)"
"http://dbpedia.org/resource/Isabelle_Huppert","Isabelle Huppert",1953-03-16,"female","http://dbpedia.org/resource/Madame_Bovary_(1991_film)"
"http://dbpedia.org/resource/Isabelle_Huppert","Isabelle Huppert","1953-3-16","female","http://dbpedia.org/resource/Madame_Bovary_(1991_film)"
"http://dbpedia.org/resource/Laurence_Fishburne","Laurence Fishburne",1961-07-30,"male","http://dbpedia.org/resource/Mystic_River_(film)"
"http://dbpedia.org/resource/Laurence_Fishburne","Laurence Fishburne","1961-7-30","male","http://dbpedia.org/resource/Mystic_River_(film)"
"http://dbpedia.org/resource/Paul_Giamatti","Paul Giamatti",1967-06-06,"male","http://dbpedia.org/resource/Madame_Bovary_(2014_film)"
"http://dbpedia.org/resource/Paul_Giamatti","Paul Giamatti","1967-6-6","male","http://dbpedia.org/resource/Madame_Bovary_(2014_film)"
"http://dbpedia.org/resource/Randolph_Scott","Randolph Scott",1898-01-23,"male","http://dbpedia.org/resource/Jesse_James_(1939_film)"
"http://dbpedia.org/resource/Randolph_Scott","Randolph Scott","1898-1-23","male","http://dbpedia.org/resource/Jesse_James_(1939_film)"
"http://dbpedia.org/resource/Raquel_Welch","Raquel Welch",1940-09-05,"female","http://dbpedia.org/resource/Myra_Breckinridge_(film)"
"http://dbpedia.org/resource/Raquel_Welch","Raquel Welch","1940-9-5","female","http://dbpedia.org/resource/Myra_Breckinridge_(film)"
"http://dbpedia.org/resource/Richard_Dreyfuss","Richard Dreyfuss",1947-10-29,"male","http://dbpedia.org/resource/Lansky_(film)"
"http://dbpedia.org/resource/Rock_Hudson","Rock Hudson",1925-11-17,"male","http://dbpedia.org/resource/Magnificent_Obsession_(1954_film)"
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter",1889-03-29,"male","http://dbpedia.org/resource/Just_Before_Dawn_(1946_film)"
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter","1889-3-29","male","http://dbpedia.org/resource/Just_Before_Dawn_(1946_film)"
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter",1889-03-29,"male","http://dbpedia.org/resource/Mannequin_(1926_film)"
"http://dbpedia.org/resource/Warner_Baxter","Warner Baxter","1889-3-29","male","http://dbpedia.org/resource/Mannequin_(1926_film)"
"http://dbpedia.org/resource/Anna_Faris","Anna Faris",1976-11-29,"female","http://dbpedia.org/resource/Lovers_Lane_(1999_film)"
"http://dbpedia.org/resource/Debra_Winger","Debra Winger",1955-05-16,"female","http://dbpedia.org/resource/Leap_of_Faith_(film)"
"http://dbpedia.org/resource/Debra_Winger","Debra Winger","1955-5-16","female","http://dbpedia.org/resource/Leap_of_Faith_(film)"
"http://dbpedia.org/resource/Joan_Blondell","Joan Blondell",1906-08-30,"female","http://dbpedia.org/resource/Off_the_Record_(film)"
"http://dbpedia.org/resource/Joan_Blondell","Joan Blondell","1906-8-30","female","http://dbpedia.org/resource/Off_the_Record_(film)"
"http://dbpedia.org/resource/John_Cassavetes","John Cassavetes",1929-12-09,"male","http://dbpedia.org/resource/Minnie_and_Moskowitz"
"http://dbpedia.org/resource/John_Cassavetes","John Cassavetes","1929-12-9","male","http://dbpedia.org/resource/Minnie_and_Moskowitz"
"http://dbpedia.org/resource/Kim_Cattrall","Kim Cattrall",1956-08-21,"female","http://dbpedia.org/resource/Mannequin_(1987_film)"
"http://dbpedia.org/resource/Kim_Cattrall","Kim Cattrall","1956-8-21","female","http://dbpedia.org/resource/Mannequin_(1987_film)"
"http://dbpedia.org/resource/Martin_Landau","Martin Landau",1928-06-20,"male","http://dbpedia.org/resource/Mysteria_(film)"
"http://dbpedia.org/resource/Martin_Landau","Martin Landau","1928-6-20","male","http://dbpedia.org/resource/Mysteria_(film)"
"http://dbpedia.org/resource/Paul_Walker","Paul Walker",1973-09-12,"male","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Paul_Walker","Paul Walker","1973-9-12","male","http://dbpedia.org/resource/Monster_in_the_Closet"
"http://dbpedia.org/resource/Robin_Tunney","Robin Tunney",1972-06-19,"female","http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet"
"http://dbpedia.org/resource/Robin_Tunney","Robin Tunney","1972-6-19","female","http://dbpedia.org/resource/Naked_City:_Justice_with_a_Bullet"
"http://dbpedia.org/resource/Tom_Selleck","Tom Selleck",1945-01-29,"male","http://dbpedia.org/resource/Jesse_Stone:_Night_Passage"
"http://dbpedia.org/resource/Tom_Selleck","Tom Selleck","1945-1-29","male","http://dbpedia.org/resource/Jesse_Stone:_Night_Passage"
"http://dbpedia.org/resource/Tom_Selleck","Tom Selleck",1945-01-29,"male","http://dbpedia.org/resource/Jesse_Stone:_Sea_Change"
"http://dbpedia.org/resource/Tom_Selleck","Tom Selleck","1945-1-29","male","http://dbpedia.org/resource/Jesse_Stone:_Sea_Change"
"http://dbpedia.org/resource/Woody_Herman","Woody Herman",1913-05-16,"male","http://dbpedia.org/resource/New_Orleans_(film)"
"http://dbpedia.org/resource/Woody_Herman","Woody Herman","1913-5-16","male","http://dbpedia.org/resource/New_Orleans_(film)"
"http://dbpedia.org/resource/Bobby_Jordan","Bobby Jordan",1923-04-01,"male","http://dbpedia.org/resource/Off_the_Record_(film)"
"http://dbpedia.org/resource/Bobby_Jordan","Bobby Jordan","1923-4-1","male","http://dbpedia.org/resource/Off_the_Record_(film)"
"http://dbpedia.org/resource/Jason_Robards","Jason Robards",1922-07-26,"male","http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West"
"http://dbpedia.org/resource/Jason_Robards","Jason Robards","1922-7-26","male","http://dbpedia.org/resource/Once_Upon_a_Time_in_the_West"
"http://dbpedia.org/resource/Jean_Marais","Jean Marais",1913-12-11,"male","http://dbpedia.org/resource/Napoléon_II_l'Aiglon"
"http://dbpedia.org/resource/Jean_Yanne","Jean Yanne",1933-07-18,"male","http://dbpedia.org/resource/Madame_Bovary_(1991_film)"
"http://dbpedia.org/resource/Jean_Yanne","Jean Yanne","1933-7-18","male","http://dbpedia.org/resource/Madame_Bovary_(1991_film)"
"http://dbpedia.org/resource/Margaret_Colin","Margaret Colin",1958-05-26,"female","http://dbpedia.org/resource/Martians_Go_Home_(film)"
"http://dbpedia.org/resource/Margaret_Colin","Margaret Colin","1958-5-26","female","http://dbpedia.org/resource/Martians_Go_Home_(film)"
"http://dbpedia.org/resource/Martin_Short","Martin Short",1950-03-26,"male","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Martin_Short","Martin Short","1950-3-26","male","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Robert_Morley","Robert Morley",1908-05-26,"male","http://dbpedia.org/resource/Marie_Antoinette_(1938_film)"
"http://dbpedia.org/resource/Robert_Morley","Robert Morley","1908-5-26","male","http://dbpedia.org/resource/Marie_Antoinette_(1938_film)"
"http://dbpedia.org/resource/Salman_Khan","Salman Khan",1965-12-27,"male","http://dbpedia.org/resource/Marigold_(2007_film)"
"http://dbpedia.org/resource/Chieko_Matsubara","Chieko Matsubara",1945-01-06,"female","http://dbpedia.org/resource/Made_in_Japan:_Kora!"
"http://dbpedia.org/resource/Chieko_Matsubara","Chieko Matsubara","1945-1-6","female","http://dbpedia.org/resource/Made_in_Japan:_Kora!"
"http://dbpedia.org/resource/Reina_Asami","Reina Asami",1983-06-07,"female","http://dbpedia.org/resource/Made_in_Japan:_Kora!"
"http://dbpedia.org/resource/Reina_Asami","Reina Asami","1983-6-7","female","http://dbpedia.org/resource/Made_in_Japan:_Kora!"
"http://dbpedia.org/resource/Ben_Webster_(actor)","Ben Webster",1864-06-02,"male","http://dbpedia.org/resource/Liberty_Hall_(film)"
"http://dbpedia.org/resource/Ben_Webster_(actor)","Ben Webster","1864-6-2","male","http://dbpedia.org/resource/Liberty_Hall_(film)"
"http://dbpedia.org/resource/Frances_Fisher","Frances Fisher",1952-05-11,"female","http://dbpedia.org/resource/Jolene_(film)"
"http://dbpedia.org/resource/Frances_Fisher","Frances Fisher","1952-5-11","female","http://dbpedia.org/resource/Jolene_(film)"
"http://dbpedia.org/resource/Ghulam_Mohiuddin_(actor)","Ghulam Mohiuddin",1951-10-27,"male","http://dbpedia.org/resource/Jeeva_(1995_film)"
"http://dbpedia.org/resource/James_Griffith","James Griffith",1916-02-13,"male","http://dbpedia.org/resource/Lorna_(film)"
"http://dbpedia.org/resource/James_Griffith","James Griffith","1916-2-13","male","http://dbpedia.org/resource/Lorna_(film)"
"http://dbpedia.org/resource/Jayant_(actor)","Jayant",1915-10-15,"male","http://dbpedia.org/resource/Mala_(1941_film)"
"http://dbpedia.org/resource/Leila_Arcieri","Leila Arcieri",1973-12-18,"female","http://dbpedia.org/resource/Mammoth_(2006_film)"
"http://dbpedia.org/resource/Matthew_Lillard","Matthew Lillard",1970-01-24,"male","http://dbpedia.org/resource/Match_(film)"
"http://dbpedia.org/resource/Matthew_Lillard","Matthew Lillard","1970-1-24","male","http://dbpedia.org/resource/Match_(film)"
"http://dbpedia.org/resource/Bhanupriya","Bhanupriya","1964-1-15","female","http://dbpedia.org/resource/Jai_(2004_Tamil_film)"
"http://dbpedia.org/resource/Bhanupriya","Bhanupriya","1964-1-15","female","http://dbpedia.org/resource/Kattalai_(film)"
"http://dbpedia.org/resource/Alona_Tal","Alona Tal",1983-10-20,"female","http://dbpedia.org/resource/Night_of_the_Living_Dead:_Darkest_Dawn"
"http://dbpedia.org/resource/Barbara_Rush","Barbara Rush",1927-01-04,"female","http://dbpedia.org/resource/Magnificent_Obsession_(1954_film)"
"http://dbpedia.org/resource/Barbara_Rush","Barbara Rush","1927-1-4","female","http://dbpedia.org/resource/Magnificent_Obsession_(1954_film)"
"http://dbpedia.org/resource/Barbara_Valentin","Barbara Valentin",1940-12-15,"female","http://dbpedia.org/resource/Martha_(1974_film)"
"http://dbpedia.org/resource/Constance_Cummings","Constance Cummings",1910-05-15,"female","http://dbpedia.org/resource/Night_After_Night_(film)"
"http://dbpedia.org/resource/Constance_Cummings","Constance Cummings","1910-5-15","female","http://dbpedia.org/resource/Night_After_Night_(film)"
"http://dbpedia.org/resource/Crystal_Scales","Crystal Scales",1971-11-22,"female","http://dbpedia.org/resource/Jimmy_Neutron:_Boy_Genius"
"http://dbpedia.org/resource/Erik_von_Detten","Erik von Detten",1982-10-03,"male","http://dbpedia.org/resource/National_Lampoon's_Barely_Legal"
"http://dbpedia.org/resource/Erik_von_Detten","Erik von Detten","1982-10-3","male","http://dbpedia.org/resource/National_Lampoon's_Barely_Legal"
"http://dbpedia.org/resource/Joseph_Pevney","Joseph Pevney",1911-09-15,"male","http://dbpedia.org/resource/Nocturne_(film)"
"http://dbpedia.org/resource/Joseph_Pevney","Joseph Pevney","1911-9-15","male","http://dbpedia.org/resource/Nocturne_(film)"
"http://dbpedia.org/resource/Ky-Mani_Marley","Ky-Mani Marley",1976-02-26,"male","http://dbpedia.org/resource/One_Love_(2003_film)"
"http://dbpedia.org/resource/Ky-Mani_Marley","Ky-Mani Marley","1976-2-26","male","http://dbpedia.org/resource/One_Love_(2003_film)"
"http://dbpedia.org/resource/Naseeruddin_Shah","Naseeruddin Shah",1949-07-20,"male","http://dbpedia.org/resource/Michael_(2011_Indian_film)"
"http://dbpedia.org/resource/Naseeruddin_Shah","Naseeruddin Shah","1950-7-20","male","http://dbpedia.org/resource/Michael_(2011_Indian_film)"
"http://dbpedia.org/resource/Neeli","Neeli","1966-6-24","female","http://dbpedia.org/resource/Jeeva_(1995_film)"
"http://dbpedia.org/resource/Reshad_Strik","Reshad Strik",1981-06-22,"male","http://dbpedia.org/resource/Newcastle_(film)"
"http://dbpedia.org/resource/Reshad_Strik","Reshad Strik","1981-6-22","male","http://dbpedia.org/resource/Newcastle_(film)"
"http://dbpedia.org/resource/Stephy_Tang","Stephy Tang",1983-10-15,"female","http://dbpedia.org/resource/Let's_Go!_(film)"
"http://dbpedia.org/resource/Stephy_Tang","鄧麗欣",1983-10-15,"female","http://dbpedia.org/resource/Let's_Go!_(film)"
"http://dbpedia.org/resource/Stephy_Tang","Dang6 Lai6-jan1",1983-10-15,"female","http://dbpedia.org/resource/Let's_Go!_(film)"
"http://dbpedia.org/resource/Stephy_Tang","Dèng Lìxīn",1983-10-15,"female","http://dbpedia.org/resource/Let's_Go!_(film)"
"http://dbpedia.org/resource/Stephy_Tang","邓丽欣",1983-10-15,"female","http://dbpedia.org/resource/Let's_Go!_(film)"
"http://dbpedia.org/resource/Bruno_Bichir","Bruno Bichir","1967-10-6","male","http://dbpedia.org/resource/Midaq_Alley_(film)"
"http://dbpedia.org/resource/Dorothy_Patrick","Dorothy Patrick",1921-06-03,"female","http://dbpedia.org/resource/New_Orleans_(film)"
"http://dbpedia.org/resource/Dorothy_Patrick","Dorothy Patrick","1921-6-3","female","http://dbpedia.org/resource/New_Orleans_(film)"
"http://dbpedia.org/resource/Ferdinand_Marian","Ferdinand Marian",1902-08-14,"male","http://dbpedia.org/resource/Madame_Bovary_(1937_film)"
"http://dbpedia.org/resource/Ferdinand_Marian","Ferdinand Marian","1902-8-14","male","http://dbpedia.org/resource/Madame_Bovary_(1937_film)"
