"w","writer","bdate","sexo","f"
"http://dbpedia.org/resource/Otto_Nicolai","Otto Nicolai","1810-6-9","male","http://dbpedia.org/resource/The_Merry_Wives_of_Windsor_(1950_film)"
"http://dbpedia.org/resource/Otto_Nicolai","Otto Nicolai","1810-6-9","male","http://dbpedia.org/resource/The_Merry_Wives_of_Windsor_(1965_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner",1908-03-25,"male","http://dbpedia.org/resource/The_Captain_from_Köpenick_(1956_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner","1908-3-25","male","http://dbpedia.org/resource/The_Captain_from_Köpenick_(1956_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner",1908-03-25,"male","http://dbpedia.org/resource/The_Captain_from_Köpenick_(1956_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner","1908-3-25","male","http://dbpedia.org/resource/The_Captain_from_Köpenick_(1956_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner",1908-03-25,"male","http://dbpedia.org/resource/The_House_in_Montevideo_(1963_film)"
"http://dbpedia.org/resource/Helmut_Käutner","Helmut Käutner","1908-3-25","male","http://dbpedia.org/resource/The_House_in_Montevideo_(1963_film)"
"http://dbpedia.org/resource/Ni_Kuang","Ni Kuang",1935-05-30,"male","http://dbpedia.org/resource/The_Casino_(film)"
"http://dbpedia.org/resource/Ni_Kuang","Ni Kuang","1935-5-30","male","http://dbpedia.org/resource/The_Casino_(film)"
"http://dbpedia.org/resource/Ronald_Harwood","Ronald Harwood",1934-11-09,"male","http://dbpedia.org/resource/The_Statement_(film)"
"http://dbpedia.org/resource/Ronald_Harwood","Ronald Harwood","1934-11-9","male","http://dbpedia.org/resource/The_Statement_(film)"
"http://dbpedia.org/resource/Ronald_Harwood","Sir Ronald Harwood",1934-11-09,"male","http://dbpedia.org/resource/The_Statement_(film)"
"http://dbpedia.org/resource/Ronald_Harwood","Sir Ronald Harwood","1934-11-9","male","http://dbpedia.org/resource/The_Statement_(film)"
"http://dbpedia.org/resource/William_Wister_Haines","William Wister Haines",1908-09-17,"male","http://dbpedia.org/resource/The_Wings_of_Eagles"
"http://dbpedia.org/resource/William_Wister_Haines","William Wister Haines","1908-9-17","male","http://dbpedia.org/resource/The_Wings_of_Eagles"
"http://dbpedia.org/resource/Borhane_Alaouié","Borhane Alaouié",1941-04-01,"male","http://dbpedia.org/resource/Khalass"
"http://dbpedia.org/resource/Borhane_Alaouié","Borhane Alaouié","1941-4-1","male","http://dbpedia.org/resource/Khalass"
"http://dbpedia.org/resource/Erich_Engel","Erich Engel","1891-2-14","male","http://dbpedia.org/resource/Unter_den_tausend_Laternen"
"http://dbpedia.org/resource/Georg_Tressler","Georg Tressler","1917-1-25","male","http://dbpedia.org/resource/The_Merry_Wives_of_Windsor_(1965_film)"
"http://dbpedia.org/resource/Gerhard_T._Buchholz","Gerhard T. Buchholz",1898-01-01,"male","http://dbpedia.org/resource/The_Rothschilds_(film)"
"http://dbpedia.org/resource/Gerhard_T._Buchholz","Gerhard T. Buchholz","1898-1-1","male","http://dbpedia.org/resource/The_Rothschilds_(film)"
"http://dbpedia.org/resource/Johannes_Brandt","Johannes Brandt","1884-1-1","male","http://dbpedia.org/resource/The_White_Roses_of_Ravensberg_(1929_film)"
"http://dbpedia.org/resource/Robert_A._Stemmle","Robert A. Stemmle",1903-06-10,"male","http://dbpedia.org/resource/Unter_den_tausend_Laternen"
"http://dbpedia.org/resource/Robert_A._Stemmle","Robert A. Stemmle","1903-6-10","male","http://dbpedia.org/resource/Unter_den_tausend_Laternen"
"http://dbpedia.org/resource/Irving_Ravetch","Irving Ravetch",1920-11-14,"male","http://dbpedia.org/resource/The_Sound_and_the_Fury_(1959_film)"
"http://dbpedia.org/resource/Joseph_Jackson_(screenwriter)","Joseph Jackson",1894-06-08,"male","http://dbpedia.org/resource/One_Way_Passage"
"http://dbpedia.org/resource/Joseph_Jackson_(screenwriter)","Joseph Jackson","1894-6-8","male","http://dbpedia.org/resource/One_Way_Passage"
"http://dbpedia.org/resource/Georg_Wildhagen","Georg Wildhagen","1920-9-15","male","http://dbpedia.org/resource/The_Merry_Wives_of_Windsor_(1950_film)"
"http://dbpedia.org/resource/Olivier_Baroux","Olivier Baroux",1964-01-05,"male","http://dbpedia.org/resource/Un_ticket_pour_l'espace"
"http://dbpedia.org/resource/Olivier_Baroux","Olivier Baroux","1964-1-5","male","http://dbpedia.org/resource/Un_ticket_pour_l'espace"
"http://dbpedia.org/resource/Jannicke_Systad_Jacobsen","Jannicke Systad Jacobsen","1975-1-1","female","http://dbpedia.org/resource/Turn_Me_On,_Dammit!"
"http://dbpedia.org/resource/Benedict_James","Benedict James",1871-10-31,"male","http://dbpedia.org/resource/The_Second_Mrs_Tanqueray_(1916_film)"
"http://dbpedia.org/resource/Paul_Armont","Paul Armont","1874-1-1","male","http://dbpedia.org/resource/The_Glad_Eye_(1927_film)"
"http://dbpedia.org/resource/Ramón_Salazar_(director)","Ramón Salazar","1963-5-28","male","http://dbpedia.org/resource/Three_Steps_Above_Heaven"
"http://dbpedia.org/resource/Anaïs_Barbeau-Lavalette","Anaïs Barbeau-Lavalette","1979-1-1","female","http://dbpedia.org/resource/Inch'Allah_(2012_film)"
"http://dbpedia.org/resource/George_Iida","George Iida",1959-03-01,"male","http://dbpedia.org/resource/Ring:_Kanzenban"
"http://dbpedia.org/resource/George_Iida","George Iida","1959-3-1","male","http://dbpedia.org/resource/Ring:_Kanzenban"
"http://dbpedia.org/resource/George_Iida","Jōji Iida",1959-03-01,"male","http://dbpedia.org/resource/Ring:_Kanzenban"
"http://dbpedia.org/resource/George_Iida","Jōji Iida","1959-3-1","male","http://dbpedia.org/resource/Ring:_Kanzenban"
"http://dbpedia.org/resource/Laurent_Brandenbourger","Laurent Brandenbourger","1967-1-1","male","http://dbpedia.org/resource/The_Barons"
"http://dbpedia.org/resource/Mary_Agnes_Donoghue","Mary Agnes Donoghue",2012-12-24,"female","http://dbpedia.org/resource/The_Buddy_System_(film)"
"http://dbpedia.org/resource/Nathan_Greno","Nathan Greno",1975-03-22,"male","http://dbpedia.org/resource/Tangled_Ever_After"
"http://dbpedia.org/resource/Nathan_Greno","Nathan Greno","1998-0-0","male","http://dbpedia.org/resource/Tangled_Ever_After"
"http://dbpedia.org/resource/Nathan_Greno","Nathan Thomas Greno",1975-03-22,"male","http://dbpedia.org/resource/Tangled_Ever_After"
"http://dbpedia.org/resource/Nathan_Greno","Nathan Thomas Greno","1998-0-0","male","http://dbpedia.org/resource/Tangled_Ever_After"
"http://dbpedia.org/resource/Anna_Odell","Anna Odell","1973-10-3","female","http://dbpedia.org/resource/The_Reunion_(2013_film)"
"http://dbpedia.org/resource/Mona_Fastvold","Mona Fastvold",1986-03-07,"female","http://dbpedia.org/resource/The_Childhood_of_a_Leader_(film)"
"http://dbpedia.org/resource/Mona_Fastvold","Mona Fastvold","1981-3-7","female","http://dbpedia.org/resource/The_Childhood_of_a_Leader_(film)"
"http://dbpedia.org/resource/Fatma_Zohra_Zamoum","Fatma Zohra Zamoum","1967-1-19","female","http://dbpedia.org/resource/How_Big_Is_Your_Love"
"http://dbpedia.org/resource/Eric_Williams_(writer)","Eric Williams","1911-7-13","male","http://dbpedia.org/resource/The_Wooden_Horse"
"http://dbpedia.org/resource/Robert_Stevenson_(director)","Robert Stevenson",1905-03-31,"male","http://dbpedia.org/resource/The_Ware_Case_(1938_film)"
"http://dbpedia.org/resource/Robert_Stevenson_(director)","Robert Stevenson","1905-3-31","male","http://dbpedia.org/resource/The_Ware_Case_(1938_film)"
"http://dbpedia.org/resource/Sydney_Boehm","Sydney Boehm","1908-4-4","male","http://dbpedia.org/resource/The_Atomic_City"
"http://dbpedia.org/resource/Claude_Mauriac","Claude Mauriac","1914-4-25","male","http://dbpedia.org/resource/Thérèse_Desqueyroux_(1962_film)"
"http://dbpedia.org/resource/Eduard_Volodarsky","Eduard Volodarsky",1941-02-03,"male","http://dbpedia.org/resource/Hatred_(film)"
"http://dbpedia.org/resource/Eduard_Volodarsky","Eduard Volodarsky","1941-2-3","male","http://dbpedia.org/resource/Hatred_(film)"
"http://dbpedia.org/resource/Eduard_Volodarsky","Eduard Y. Volodarsky",1941-02-03,"male","http://dbpedia.org/resource/Hatred_(film)"
"http://dbpedia.org/resource/Eduard_Volodarsky","Eduard Y. Volodarsky","1941-2-3","male","http://dbpedia.org/resource/Hatred_(film)"
"http://dbpedia.org/resource/François_Mauriac","François Mauriac",1885-10-11,"male","http://dbpedia.org/resource/Thérèse_Desqueyroux_(1962_film)"
"http://dbpedia.org/resource/François_Mauriac","François Mauriac",1885-10-11,"male","http://dbpedia.org/resource/Thérèse_Desqueyroux_(2012_film)"
"http://dbpedia.org/resource/Fred_Williamson","Fred Williamson",1938-03-05,"male","http://dbpedia.org/resource/The_Last_Fight_(film)"
"http://dbpedia.org/resource/Fred_Williamson","Fred Williamson","1938-3-5","male","http://dbpedia.org/resource/The_Last_Fight_(film)"
"http://dbpedia.org/resource/Max_Neal","Max Neal","1865-3-26","male","http://dbpedia.org/resource/Tired_Theodore_(1957_film)"
"http://dbpedia.org/resource/Max_Neal","Max Neal","1865-3-26","male","http://dbpedia.org/resource/Tired_Theodore_(1957_film)"
"http://dbpedia.org/resource/Ranald_MacDougall","Ranald MacDougall","1915-3-10","male","http://dbpedia.org/resource/Go_Naked_in_the_World"
"http://dbpedia.org/resource/Sol_Shor","Sol Shor","1913-7-17","male","http://dbpedia.org/resource/The_Crimson_Ghost"
"http://dbpedia.org/resource/Zoya_Akhtar","Zoya Akhtar",1972-10-14,"female","http://dbpedia.org/resource/Bombay_Talkies_(film)"
"http://dbpedia.org/resource/Zoya_Akhtar","Zoya Akhtar","1974-1-9","female","http://dbpedia.org/resource/Bombay_Talkies_(film)"
"http://dbpedia.org/resource/Annemarie_Jacir","Annemarie Jacir","1974-1-17","female","http://dbpedia.org/resource/Salt_of_this_Sea"
"http://dbpedia.org/resource/Darren_Lynn_Bousman","Darren Lynn Bousman",1979-01-11,"male","http://dbpedia.org/resource/11-11-11_(film)"
"http://dbpedia.org/resource/Darren_Lynn_Bousman","Darren Lynn Bousman","1979-1-11","male","http://dbpedia.org/resource/11-11-11_(film)"
"http://dbpedia.org/resource/Ghassan_Salhab","Ghassan Salhab",1958-05-04,"male","http://dbpedia.org/resource/Phantom_Beirut"
"http://dbpedia.org/resource/Ghassan_Salhab","Ghassan Salhab","1958-5-4","male","http://dbpedia.org/resource/Phantom_Beirut"
"http://dbpedia.org/resource/Robert_L._Freedman","Robert L. Freedman","1957-7-27","male","http://dbpedia.org/resource/The_Pastor's_Wife_(film)"
"http://dbpedia.org/resource/Ikram_Akhtar","Ikram Akhtar",1970-04-20,"male","http://dbpedia.org/resource/I_Love_Dubai"
"http://dbpedia.org/resource/Ikram_Akhtar","Ikram Akhtar","1970-1-1","male","http://dbpedia.org/resource/I_Love_Dubai"
"http://dbpedia.org/resource/Jennifer_Fox_(documentary_filmmaker)","Jennifer Fox","1959-1-1","female","http://dbpedia.org/resource/Beirut:_The_Last_Home_Movie"
"http://dbpedia.org/resource/David_Trumble","David Trumble",1986-03-06,"male","http://dbpedia.org/resource/The_Shift_(film)"
"http://dbpedia.org/resource/David_Trumble","David Trumble","1986-3-6","male","http://dbpedia.org/resource/The_Shift_(film)"
"http://dbpedia.org/resource/Max_Ferner","Max Ferner","1881-4-18","male","http://dbpedia.org/resource/Tired_Theodore_(1957_film)"
"http://dbpedia.org/resource/Max_Ferner","Max Ferner","1881-4-18","male","http://dbpedia.org/resource/Tired_Theodore_(1957_film)"
"http://dbpedia.org/resource/Phani_Majumdar","Phani Majumdar",1911-12-28,"male","http://dbpedia.org/resource/Ek_Chadar_Maili_Si"
"http://dbpedia.org/resource/Phani_Majumdar","Phani Majumdar",1911-12-28,"male","http://dbpedia.org/resource/Ek_Chadar_Maili_Si"
"http://dbpedia.org/resource/Vishal_Bhardwaj","Vishal Bhardwaj",1965-08-04,"male","http://dbpedia.org/resource/Haider_(film)"
"http://dbpedia.org/resource/Vishal_Bhardwaj","Vishal Bhardwaj","1965-8-4","male","http://dbpedia.org/resource/Haider_(film)"
"http://dbpedia.org/resource/Jim_Kouf","Jim Kouf",1951-07-24,"male","http://dbpedia.org/resource/Wacko_(film)"
"http://dbpedia.org/resource/Jim_Kouf","Jim Kouf","1951-7-24","male","http://dbpedia.org/resource/Wacko_(film)"
"http://dbpedia.org/resource/Luciano_Tovoli","Luciano Tovoli",1936-10-30,"male","http://dbpedia.org/resource/The_General_of_the_Dead_Army_(film)"
"http://dbpedia.org/resource/Paul_Gégauff","Paul Gégauff",1922-08-10,"male","http://dbpedia.org/resource/The_Scarlet_Lady_(1969_film)"
"http://dbpedia.org/resource/Paul_Gégauff","Paul Gégauff","1922-8-10","male","http://dbpedia.org/resource/The_Scarlet_Lady_(1969_film)"
"http://dbpedia.org/resource/William_Colt_MacDonald","William Colt MacDonald","1891-1-1","male","http://dbpedia.org/resource/Under_Texas_Skies_(1940_film)"
"http://dbpedia.org/resource/Ronit_Elkabetz","Ronit Elkabetz",1964-11-27,"female","http://dbpedia.org/resource/To_Take_a_Wife"
"http://dbpedia.org/resource/Herbert_Wilcox","Herbert Wilcox","1890-4-19","male","http://dbpedia.org/resource/Tons_of_Money_(1930_film)"
"http://dbpedia.org/resource/Abrar_Alvi","Abrar Alvi",1927-07-01,"male","http://dbpedia.org/resource/Suraj_(1966_film)"
"http://dbpedia.org/resource/Abrar_Alvi","Abrar Alvi","1927-7-19","male","http://dbpedia.org/resource/Suraj_(1966_film)"
"http://dbpedia.org/resource/Abrar_Alvi","अबरार अलवी",1927-07-01,"male","http://dbpedia.org/resource/Suraj_(1966_film)"
"http://dbpedia.org/resource/Abrar_Alvi","अबरार अलवी","1927-7-19","male","http://dbpedia.org/resource/Suraj_(1966_film)"
"http://dbpedia.org/resource/Baynard_Kendrick","Baynard Kendrick",1894-04-08,"male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Baynard_Kendrick","Baynard Kendrick","1894-4-8","male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Baynard_Kendrick","Baynard Hardwick Kendrick",1894-04-08,"male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Baynard_Kendrick","Baynard Hardwick Kendrick","1894-4-8","male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Don_Mankiewicz","Don Mankiewicz",1922-01-20,"male","http://dbpedia.org/resource/The_Bait_(1973_film)"
"http://dbpedia.org/resource/Don_Mankiewicz","Don Mankiewicz","1922-1-20","male","http://dbpedia.org/resource/The_Bait_(1973_film)"
"http://dbpedia.org/resource/Frank_D._Gilroy","Frank D. Gilroy",1925-10-13,"male","http://dbpedia.org/resource/The_Subject_Was_Roses_(film)"
"http://dbpedia.org/resource/Frank_Harvey_(English_screenwriter)","Frank Harvey","1912-8-11","male","http://dbpedia.org/resource/Seven_Days_to_Noon"
"http://dbpedia.org/resource/Jeremy_Leven","Jeremy Leven","1941-1-1","male","http://dbpedia.org/resource/The_Legend_of_Bagger_Vance"
"http://dbpedia.org/resource/Mary_Murillo","Mary Murillo","1888-1-22","female","http://dbpedia.org/resource/Tangled_Lives"
"http://dbpedia.org/resource/Eufemia_von_Adlersfeld-Ballestrem","Eufemia von Adlersfeld-Ballestrem","1854-8-18","female","http://dbpedia.org/resource/The_White_Roses_of_Ravensberg_(1929_film)"
"http://dbpedia.org/resource/Franz_Schulz","Franz Schulz",1897-03-22,"male","http://dbpedia.org/resource/The_Three_from_the_Filling_Station_(1930_film)"
"http://dbpedia.org/resource/Franz_Schulz","Franz Schulz","1897-3-22","male","http://dbpedia.org/resource/The_Three_from_the_Filling_Station_(1930_film)"
"http://dbpedia.org/resource/Thomas_H._Ince","Thomas H. Ince",1880-11-16,"male","http://dbpedia.org/resource/The_Bargain_(1914_film)"
"http://dbpedia.org/resource/Thomas_H._Ince","Thomas H. Ince",1882-11-16,"male","http://dbpedia.org/resource/The_Bargain_(1914_film)"
"http://dbpedia.org/resource/Arash_Amel","Arash Amel","1976-1-1","male","http://dbpedia.org/resource/Grace_of_Monaco_(film)"
"http://dbpedia.org/resource/Jan_Sharp","Jan Sharp",1946-05-16,"female","http://dbpedia.org/resource/Wide_Sargasso_Sea_(1993_film)"
"http://dbpedia.org/resource/Jan_Sharp","Jan Sharp","1946-5-16","female","http://dbpedia.org/resource/Wide_Sargasso_Sea_(1993_film)"
"http://dbpedia.org/resource/Agnès_Varda","Agnès Varda",1928-05-30,"female","http://dbpedia.org/resource/One_Hundred_and_One_Nights"
"http://dbpedia.org/resource/Agnès_Varda","Agnès Varda","1928-5-30","female","http://dbpedia.org/resource/One_Hundred_and_One_Nights"
"http://dbpedia.org/resource/Betty_Burbridge","Betty Burbridge",1895-12-07,"female","http://dbpedia.org/resource/The_Racing_Strain_(1932_film)"
"http://dbpedia.org/resource/Betty_Burbridge","Betty Burbridge","1895-12-7","female","http://dbpedia.org/resource/The_Racing_Strain_(1932_film)"
"http://dbpedia.org/resource/Betty_Burbridge","Betty Burbridge",1895-12-07,"female","http://dbpedia.org/resource/Under_Texas_Skies_(1940_film)"
"http://dbpedia.org/resource/Betty_Burbridge","Betty Burbridge","1895-12-7","female","http://dbpedia.org/resource/Under_Texas_Skies_(1940_film)"
"http://dbpedia.org/resource/Daniel_Boulanger","Daniel Boulanger","1922-1-24","male","http://dbpedia.org/resource/That_Man_from_Rio"
"http://dbpedia.org/resource/Dino_Risi","Dino Risi",1916-12-23,"male","http://dbpedia.org/resource/Fantasma_d'amore"
"http://dbpedia.org/resource/Eddie_Romero","Eddie Romero",1924-07-07,"male","http://dbpedia.org/resource/Ganito_Kami_Noon,_Paano_Kayo_Ngayon"
"http://dbpedia.org/resource/Eddie_Romero","Eddie Romero","1924-7-7","male","http://dbpedia.org/resource/Ganito_Kami_Noon,_Paano_Kayo_Ngayon"
"http://dbpedia.org/resource/George_A._Romero","George A. Romero",1940-02-04,"male","http://dbpedia.org/resource/Tales_from_the_Darkside:_The_Movie"
"http://dbpedia.org/resource/George_A._Romero","George A. Romero","1940-2-4","male","http://dbpedia.org/resource/Tales_from_the_Darkside:_The_Movie"
"http://dbpedia.org/resource/John_Gilbert_(actor)","John Gilbert",1899-07-10,"male","http://dbpedia.org/resource/The_Bait_(1921_film)"
"http://dbpedia.org/resource/John_Gilbert_(actor)","John Gilbert","1897-7-10","male","http://dbpedia.org/resource/The_Bait_(1921_film)"
"http://dbpedia.org/resource/Roland_Pertwee","Roland Pertwee",1885-05-17,"male","http://dbpedia.org/resource/The_Ware_Case_(1938_film)"
"http://dbpedia.org/resource/Roland_Pertwee","Roland Pertwee","1885-5-17","male","http://dbpedia.org/resource/The_Ware_Case_(1938_film)"
"http://dbpedia.org/resource/Thom_Eberhardt","Thom Eberhardt",1947-03-07,"male","http://dbpedia.org/resource/The_Night_Before_(1988_film)"
"http://dbpedia.org/resource/Thom_Eberhardt","Thom Eberhardt","1947-3-7","male","http://dbpedia.org/resource/The_Night_Before_(1988_film)"
"http://dbpedia.org/resource/Andrew_Fleming","Andrew Fleming",1963-03-14,"male","http://dbpedia.org/resource/Threesome_(film)"
"http://dbpedia.org/resource/Andrew_Fleming","Andrew Fleming","1963-3-14","male","http://dbpedia.org/resource/Threesome_(film)"
"http://dbpedia.org/resource/Ben_Hecht","Ben Hecht",1894-02-28,"male","http://dbpedia.org/resource/The_Mad_Doctor_(1941_film)"
"http://dbpedia.org/resource/Ben_Hecht","Ben Hecht","1894-2-28","male","http://dbpedia.org/resource/The_Mad_Doctor_(1941_film)"
"http://dbpedia.org/resource/Ernst_Lubitsch","Ernst Lubitsch",1892-01-29,"male","http://dbpedia.org/resource/The_Wild_Cat_(1921_film)"
"http://dbpedia.org/resource/Ernst_Lubitsch","Ernst Lubitsch","1892-1-29","male","http://dbpedia.org/resource/The_Wild_Cat_(1921_film)"
"http://dbpedia.org/resource/Harold_Pinter","Harold Pinter",1930-10-10,"male","http://dbpedia.org/resource/The_Quiller_Memorandum"
"http://dbpedia.org/resource/Jennifer_Saunders","Jennifer Saunders",1958-07-06,"female","http://dbpedia.org/resource/Absolutely_Fabulous_(film)"
"http://dbpedia.org/resource/Jennifer_Saunders","Jennifer Saunders","1958-7-6","female","http://dbpedia.org/resource/Absolutely_Fabulous_(film)"
"http://dbpedia.org/resource/M._Night_Shyamalan","M. Night Shyamalan",1970-08-06,"male","http://dbpedia.org/resource/The_Happening_(2008_film)"
"http://dbpedia.org/resource/M._Night_Shyamalan","M. Night Shyamalan","1970-8-6","male","http://dbpedia.org/resource/The_Happening_(2008_film)"
"http://dbpedia.org/resource/Roscoe_Arbuckle","Roscoe Arbuckle",1887-03-24,"male","http://dbpedia.org/resource/A_Desert_Hero"
"http://dbpedia.org/resource/Roscoe_Arbuckle","Roscoe Arbuckle","1887-3-24","male","http://dbpedia.org/resource/A_Desert_Hero"
"http://dbpedia.org/resource/Roscoe_Arbuckle","Roscoe Arbuckle",1887-03-24,"male","http://dbpedia.org/resource/A_Reckless_Romeo"
"http://dbpedia.org/resource/Roscoe_Arbuckle","Roscoe Arbuckle","1887-3-24","male","http://dbpedia.org/resource/A_Reckless_Romeo"
"http://dbpedia.org/resource/Terrence_Malick","Terrence Malick",1943-11-30,"male","http://dbpedia.org/resource/Weightless_(film)"
"http://dbpedia.org/resource/Michel_Piccoli","Michel Piccoli",1925-12-27,"male","http://dbpedia.org/resource/The_General_of_the_Dead_Army_(film)"
"http://dbpedia.org/resource/Mike_Leigh","Mike Leigh",1943-02-20,"male","http://dbpedia.org/resource/Secrets_&_Lies_(film)"
"http://dbpedia.org/resource/Mike_Leigh","Mike Leigh","1943-2-20","male","http://dbpedia.org/resource/Secrets_&_Lies_(film)"
"http://dbpedia.org/resource/Georges_Franju","Georges Franju",1912-04-12,"male","http://dbpedia.org/resource/Thérèse_Desqueyroux_(1962_film)"
"http://dbpedia.org/resource/Georges_Franju","Georges Franju","1912-4-12","male","http://dbpedia.org/resource/Thérèse_Desqueyroux_(1962_film)"
"http://dbpedia.org/resource/Ian_Mune","Ian Mune","1941-1-1","male","http://dbpedia.org/resource/Goodbye_Pork_Pie"
"http://dbpedia.org/resource/Ismael_Rodríguez","Ismael Rodríguez",1917-10-19,"male","http://dbpedia.org/resource/The_Paper_Man_(film)"
"http://dbpedia.org/resource/Jean-Paul_Rappeneau","Jean-Paul Rappeneau",1932-04-08,"male","http://dbpedia.org/resource/That_Man_from_Rio"
"http://dbpedia.org/resource/Jean-Paul_Rappeneau","Jean-Paul Rappeneau","1932-4-8","male","http://dbpedia.org/resource/That_Man_from_Rio"
"http://dbpedia.org/resource/Lucien_Hubbard","Lucien Hubbard",1888-12-22,"male","http://dbpedia.org/resource/Wild_Horse_Mesa_(1925_film)"
"http://dbpedia.org/resource/Max_Aub","Max Aub","1903-6-20","male","http://dbpedia.org/resource/Espoir:_Sierra_de_Teruel"
"http://dbpedia.org/resource/Oscar_Millard","Oscar Millard","1908-1-1","male","http://dbpedia.org/resource/Uncensored_(film)"
"http://dbpedia.org/resource/Simon_Wincer","Simon Wincer","1943-1-1","male","http://dbpedia.org/resource/The_Cup_(2011_film)"
"http://dbpedia.org/resource/Mohamed_Al-Daradji","Mohamed Al-Daradji","1978-8-6","male","http://dbpedia.org/resource/In_the_Sands_of_Babylon"
"http://dbpedia.org/resource/Charles_Spaak","Charles Spaak",1903-05-25,"male","http://dbpedia.org/resource/The_Barton_Mystery_(1949_film)"
"http://dbpedia.org/resource/Charles_Spaak","Charles Spaak","1903-5-25","male","http://dbpedia.org/resource/The_Barton_Mystery_(1949_film)"
"http://dbpedia.org/resource/Daniel_Sánchez_Arévalo","Daniel Sánchez Arévalo",1970-06-24,"male","http://dbpedia.org/resource/Dark_Blue_Almost_Black"
"http://dbpedia.org/resource/Daniel_Sánchez_Arévalo","Daniel Sánchez Arévalo","1970-6-24","male","http://dbpedia.org/resource/Dark_Blue_Almost_Black"
"http://dbpedia.org/resource/Basharat_Peer","Basharat Peer","1977-12-1","male","http://dbpedia.org/resource/Haider_(film)"
"http://dbpedia.org/resource/Tito_Davison","Tito Davison",1912-11-14,"male","http://dbpedia.org/resource/The_Shack_(1945_film)"
"http://dbpedia.org/resource/Arnaud_d'Usseau","Arnaud d'Usseau","1916-4-18","male","http://dbpedia.org/resource/The_Man_Who_Wouldn't_Die_(1942_film)"
"http://dbpedia.org/resource/Catherine_Corsini","Catherine Corsini",1956-05-18,"female","http://dbpedia.org/resource/Three_Worlds_(film)"
"http://dbpedia.org/resource/Catherine_Corsini","Catherine Corsini","1956-5-18","female","http://dbpedia.org/resource/Three_Worlds_(film)"
"http://dbpedia.org/resource/Usama_Muhammad","Usama Muhammad",1954-03-21,"male","http://dbpedia.org/resource/The_Box_of_Life"
"http://dbpedia.org/resource/Usama_Muhammad","Usama Muhammad","1954-3-21","male","http://dbpedia.org/resource/The_Box_of_Life"
"http://dbpedia.org/resource/Wellesley_Wild","Wellesley Wild",1972-04-27,"male","http://dbpedia.org/resource/A_Million_Ways_to_Die_in_the_West"
"http://dbpedia.org/resource/Wellesley_Wild","Wellesley Wild","1972-4-27","male","http://dbpedia.org/resource/A_Million_Ways_to_Die_in_the_West"
"http://dbpedia.org/resource/Philippe_de_Chauveron","Philippe de Chauveron",1965-11-15,"male","http://dbpedia.org/resource/Serial_(Bad)_Weddings"
"http://dbpedia.org/resource/George_Dewhurst","George Dewhurst","1889-0-0","male","http://dbpedia.org/resource/Tansy_(film)"
"http://dbpedia.org/resource/Edward_Dryhurst","Edward Dryhurst","1904-1-1","male","http://dbpedia.org/resource/The_House_of_the_Arrow_(1953_film)"
"http://dbpedia.org/resource/Lydia_Hayward","Lydia Hayward","1879-0-0","female","http://dbpedia.org/resource/The_Ware_Case_(1928_film)"
"http://dbpedia.org/resource/Tancred_Ibsen","Tancred Ibsen",1893-07-11,"male","http://dbpedia.org/resource/To_levende_og_en_død_(film)"
"http://dbpedia.org/resource/Tancred_Ibsen","Tancred Ibsen","1893-7-11","male","http://dbpedia.org/resource/To_levende_og_en_død_(film)"
"http://dbpedia.org/resource/W._Somerset_Maugham","William Somerset Maugham",1874-01-25,"male","http://dbpedia.org/resource/The_Sacred_Flame_(1931_film)"
"http://dbpedia.org/resource/W._Somerset_Maugham","William Somerset Maugham","1874-1-25","male","http://dbpedia.org/resource/The_Sacred_Flame_(1931_film)"
"http://dbpedia.org/resource/Aída_Bortnik","Aída Bortnik","1938-1-7","female","http://dbpedia.org/resource/Ashes_of_Paradise"
"http://dbpedia.org/resource/Guy_Trosper","Guy Trosper","1911-3-27","male","http://dbpedia.org/resource/Eyes_in_the_Night"
"http://dbpedia.org/resource/Jane_Murfin","Jane Murfin",1884-10-27,"female","http://dbpedia.org/resource/Way_Back_Home_(1931_film)"
"http://dbpedia.org/resource/Luigi_Cozzi","Luigi Cozzi",1947-09-07,"male","http://dbpedia.org/resource/The_Cat_o'_Nine_Tails"
"http://dbpedia.org/resource/Luigi_Cozzi","Luigi Cozzi","1947-9-7","male","http://dbpedia.org/resource/The_Cat_o'_Nine_Tails"
"http://dbpedia.org/resource/Mahmoud_Kaabour","Mahmoud Kaabour",1979-03-11,"male","http://dbpedia.org/resource/Teta,_Alf_Marra"
"http://dbpedia.org/resource/Mahmoud_Kaabour","Mahmoud Kaabour","1979-3-11","male","http://dbpedia.org/resource/Teta,_Alf_Marra"
"http://dbpedia.org/resource/Mahmoud_Kaabour","محمود قعبور",1979-03-11,"male","http://dbpedia.org/resource/Teta,_Alf_Marra"
