"w","writer","bdate","sexo","f"
"http://dbpedia.org/resource/Charles_Kenyon","Charles Kenyon","1880-11-2","male","http://dbpedia.org/resource/The_Golden_Arrow_(1936_film)"
"http://dbpedia.org/resource/David_Riker","David Riker","1963-1-1","male","http://dbpedia.org/resource/The_City_(1998_film)"
"http://dbpedia.org/resource/Douglas_Z._Doty","Douglas Z. Doty",1874-10-15,"male","http://dbpedia.org/resource/Vanity_(1927_film)"
"http://dbpedia.org/resource/Gordon_Chan","Gordon Chan","1960-1-1","male","http://dbpedia.org/resource/The_Four_(film)"
"http://dbpedia.org/resource/Gordon_Chan","陳嘉上","1960-1-1","male","http://dbpedia.org/resource/The_Four_(film)"
"http://dbpedia.org/resource/Gordon_Chan","Chén Jiāshàng","1960-1-1","male","http://dbpedia.org/resource/The_Four_(film)"
"http://dbpedia.org/resource/Gordon_Chan","陈嘉上","1960-1-1","male","http://dbpedia.org/resource/The_Four_(film)"
"http://dbpedia.org/resource/Marc_Lawrence_(filmmaker)","Marc Lawrence",1959-10-22,"male","http://dbpedia.org/resource/The_Out-of-Towners_(1999_film)"
"http://dbpedia.org/resource/Marcus_Dunstan","Marcus Dunstan",1978-09-19,"male","http://dbpedia.org/resource/The_Collection_(film)"
"http://dbpedia.org/resource/Marcus_Dunstan","Marcus Dunstan","1975-9-9","male","http://dbpedia.org/resource/The_Collection_(film)"
"http://dbpedia.org/resource/Marcus_Dunstan","Marcus Dunstan",1978-09-19,"male","http://dbpedia.org/resource/The_Collector_(2009_film)"
"http://dbpedia.org/resource/Marcus_Dunstan","Marcus Dunstan","1975-9-9","male","http://dbpedia.org/resource/The_Collector_(2009_film)"
"http://dbpedia.org/resource/Olga_Printzlau","Olga Printzlau",1891-12-13,"female","http://dbpedia.org/resource/The_Age_of_Innocence_(1924_film)"
"http://dbpedia.org/resource/Otis_Turner","Otis Turner",1862-11-29,"male","http://dbpedia.org/resource/The_Black_Box_(serial)"
"http://dbpedia.org/resource/Seton_I._Miller","Seton I. Miller",1902-05-03,"male","http://dbpedia.org/resource/The_Black_Swan_(film)"
"http://dbpedia.org/resource/Seton_I._Miller","Seton I. Miller","1902-5-3","male","http://dbpedia.org/resource/The_Black_Swan_(film)"
"http://dbpedia.org/resource/Stanley_Mann","Stanley Mann",1928-08-08,"male","http://dbpedia.org/resource/The_Collector_(1965_film)"
"http://dbpedia.org/resource/Stanley_Mann","Stanley Mann","1928-8-8","male","http://dbpedia.org/resource/The_Collector_(1965_film)"
"http://dbpedia.org/resource/Fritz_Peter_Buch","Fritz Peter Buch",1894-12-21,"male","http://dbpedia.org/resource/The_Black_Robe_(film)"
"http://dbpedia.org/resource/Morgan_O'Neill","Morgan O'Neill",1973-04-19,"male","http://dbpedia.org/resource/The_Factory_(film)"
"http://dbpedia.org/resource/Morgan_O'Neill","Morgan O'Neill","1973-4-19","male","http://dbpedia.org/resource/The_Factory_(film)"
"http://dbpedia.org/resource/Israel_Horovitz","Israel Horovitz",1939-03-31,"male","http://dbpedia.org/resource/Sunshine_(1999_film)"
"http://dbpedia.org/resource/Israel_Horovitz","Israel Horovitz","1939-3-31","male","http://dbpedia.org/resource/Sunshine_(1999_film)"
"http://dbpedia.org/resource/Neal_Purvis_and_Robert_Wade","Neal Purvis",1961-09-09,"male","http://dbpedia.org/resource/Spectre_(2015_film)"
"http://dbpedia.org/resource/Neal_Purvis_and_Robert_Wade","Neal Purvis","1962-1-1","male","http://dbpedia.org/resource/Spectre_(2015_film)"
"http://dbpedia.org/resource/Neal_Purvis_and_Robert_Wade","Robert Wade",1961-09-09,"male","http://dbpedia.org/resource/Spectre_(2015_film)"
"http://dbpedia.org/resource/Neal_Purvis_and_Robert_Wade","Robert Wade","1962-1-1","male","http://dbpedia.org/resource/Spectre_(2015_film)"
"http://dbpedia.org/resource/Haile_Gerima","Haile Gerima",1946-03-04,"male","http://dbpedia.org/resource/Teza_(film)"
"http://dbpedia.org/resource/Haile_Gerima","Haile Gerima","1946-3-4","male","http://dbpedia.org/resource/Teza_(film)"
"http://dbpedia.org/resource/Gérard_Blain","Gérard Blain",1930-10-23,"male","http://dbpedia.org/resource/The_Rebel_(1980_French_film)"
"http://dbpedia.org/resource/Narciso_Ibáñez_Menta","Narciso Ibáñez Menta",1912-08-25,"male","http://dbpedia.org/resource/The_Beast_Must_Die_(1952_film)"
"http://dbpedia.org/resource/Narciso_Ibáñez_Menta","Narciso Ibáñez Menta","1912-8-25","male","http://dbpedia.org/resource/The_Beast_Must_Die_(1952_film)"
"http://dbpedia.org/resource/Norton_Juster","Norton Juster",1929-06-02,"male","http://dbpedia.org/resource/The_Phantom_Tollbooth_(film)"
"http://dbpedia.org/resource/Norton_Juster","Norton Juster","1929-6-2","male","http://dbpedia.org/resource/The_Phantom_Tollbooth_(film)"
"http://dbpedia.org/resource/Colin_Bateman","Colin Bateman",1962-06-13,"male","http://dbpedia.org/resource/The_Journey_(2016_film)"
"http://dbpedia.org/resource/Colin_Bateman","Colin Bateman","1962-6-1","male","http://dbpedia.org/resource/The_Journey_(2016_film)"
"http://dbpedia.org/resource/Philip_Dunne_(writer)","Philip Dunne","1908-2-11","male","http://dbpedia.org/resource/Swanee_River_(film)"
"http://dbpedia.org/resource/Fernando_Solanas","Fernando Solanas",1936-02-16,"male","http://dbpedia.org/resource/The_Journey_(1992_film)"
"http://dbpedia.org/resource/Fernando_Solanas","Fernando Solanas","1936-2-16","male","http://dbpedia.org/resource/The_Journey_(1992_film)"
"http://dbpedia.org/resource/Tomás_Gutiérrez_Alea","Tomás Gutiérrez Alea",1928-12-11,"male","http://dbpedia.org/resource/The_Twelve_Chairs_(1962_film)"
"http://dbpedia.org/resource/William_Davies_(screenwriter)","William Davies","2000-1-1","male","http://dbpedia.org/resource/The_Real_McCoy_(film)"
"http://dbpedia.org/resource/Zane_Grey","Zane Grey",1872-01-31,"male","http://dbpedia.org/resource/To_the_Last_Man_(1933_film)"
"http://dbpedia.org/resource/Zane_Grey","Zane Grey","1872-1-31","male","http://dbpedia.org/resource/To_the_Last_Man_(1933_film)"
"http://dbpedia.org/resource/Wu_Nien-jen","Wu Nien-jen","1952-8-5","male","http://dbpedia.org/resource/Spring_Fever_(1981_film)"
"http://dbpedia.org/resource/Wu_Nien-jen","吳念真","1952-8-5","male","http://dbpedia.org/resource/Spring_Fever_(1981_film)"
"http://dbpedia.org/resource/Wu_Nien-jen","吴念真","1952-8-5","male","http://dbpedia.org/resource/Spring_Fever_(1981_film)"
"http://dbpedia.org/resource/Francesco_Maselli","Francesco Maselli",1930-12-09,"male","http://dbpedia.org/resource/Silver_Spoon_Set"
"http://dbpedia.org/resource/Francesco_Maselli","Francesco Maselli","1930-12-9","male","http://dbpedia.org/resource/Silver_Spoon_Set"
"http://dbpedia.org/resource/Francesco_Maselli","Francesco Maselli",1930-12-09,"male","http://dbpedia.org/resource/The_Secret_(1990_film)"
"http://dbpedia.org/resource/Francesco_Maselli","Francesco Maselli","1930-12-9","male","http://dbpedia.org/resource/The_Secret_(1990_film)"
"http://dbpedia.org/resource/Fred_Haines","Fred Haines","1936-2-27","male","http://dbpedia.org/resource/Steppenwolf_(film)"
"http://dbpedia.org/resource/James_Bridges","James Bridges",1936-02-03,"male","http://dbpedia.org/resource/The_Paper_Chase_(film)"
"http://dbpedia.org/resource/James_Bridges","James Bridges","1936-2-3","male","http://dbpedia.org/resource/The_Paper_Chase_(film)"
"http://dbpedia.org/resource/Dayo_Wong","Dayo Wong","1960-9-5","male","http://dbpedia.org/resource/The_Magic_Touch_(film)"
"http://dbpedia.org/resource/Dayo_Wong","黃子華","1960-9-5","male","http://dbpedia.org/resource/The_Magic_Touch_(film)"
"http://dbpedia.org/resource/Dayo_Wong","黄子华","1960-9-5","male","http://dbpedia.org/resource/The_Magic_Touch_(film)"
"http://dbpedia.org/resource/George_Helgesen_Fitch","George Helgesen Fitch",1877-06-05,"male","http://dbpedia.org/resource/Those_Were_the_Days!"
"http://dbpedia.org/resource/George_Helgesen_Fitch","George Helgesen Fitch","1877-6-5","male","http://dbpedia.org/resource/Those_Were_the_Days!"
"http://dbpedia.org/resource/Herman_J._Mankiewicz","Herman J. Mankiewicz",1897-11-07,"male","http://dbpedia.org/resource/The_Road_to_Mandalay_(1926_film)"
"http://dbpedia.org/resource/Herman_J._Mankiewicz","Herman J. Mankiewicz","1897-11-7","male","http://dbpedia.org/resource/The_Road_to_Mandalay_(1926_film)"
"http://dbpedia.org/resource/Joseph_L._Mankiewicz","Joseph L. Mankiewicz",1909-02-11,"male","http://dbpedia.org/resource/The_Quiet_American_(1958_film)"
"http://dbpedia.org/resource/Joseph_L._Mankiewicz","Joseph L. Mankiewicz","1909-2-11","male","http://dbpedia.org/resource/The_Quiet_American_(1958_film)"
"http://dbpedia.org/resource/Johannes_Schaaf","Johannes Schaaf",1933-04-07,"male","http://dbpedia.org/resource/Tattoo_(1967_film)"
"http://dbpedia.org/resource/Johannes_Schaaf","Johannes Schaaf","1933-4-7","male","http://dbpedia.org/resource/Tattoo_(1967_film)"
"http://dbpedia.org/resource/Edgar_Wallace","Edgar Wallace",1875-04-01,"male","http://dbpedia.org/resource/The_River_of_Stars_(film)"
"http://dbpedia.org/resource/Edgar_Wallace","Edgar Wallace","1875-4-1","male","http://dbpedia.org/resource/The_River_of_Stars_(film)"
"http://dbpedia.org/resource/Guy_Hamilton","Guy Hamilton",1922-09-16,"male","http://dbpedia.org/resource/The_Colditz_Story"
"http://dbpedia.org/resource/Guy_Hamilton","Guy Hamilton","1922-9-16","male","http://dbpedia.org/resource/The_Colditz_Story"
"http://dbpedia.org/resource/Arthur_Pohl","Arthur Pohl",1900-03-22,"male","http://dbpedia.org/resource/Twilight_(1940_film)"
"http://dbpedia.org/resource/Arthur_Pohl","Arthur Pohl","1900-3-22","male","http://dbpedia.org/resource/Twilight_(1940_film)"
"http://dbpedia.org/resource/Hans_Rameau","Hans Rameau",1901-11-28,"male","http://dbpedia.org/resource/The_Rat_(1937_film)"
"http://dbpedia.org/resource/Elliott_Nugent","Elliott Nugent","1896-9-20","male","http://dbpedia.org/resource/The_Unholy_Three_(1930_film)"
"http://dbpedia.org/resource/Milton_Subotsky","Milton Subotsky",1921-09-27,"male","http://dbpedia.org/resource/The_Skull"
"http://dbpedia.org/resource/Milton_Subotsky","Milton Subotsky","1921-9-27","male","http://dbpedia.org/resource/The_Skull"
"http://dbpedia.org/resource/Scott_Cleverdon","Scott Cleverdon",1969-07-31,"male","http://dbpedia.org/resource/The_Amazing_Grace"
"http://dbpedia.org/resource/Scott_Cleverdon","Scott Cleverdon","1969-7-31","male","http://dbpedia.org/resource/The_Amazing_Grace"
"http://dbpedia.org/resource/Lance_Nielsen","Lance Nielsen","1974-1-1","male","http://dbpedia.org/resource/The_Journey_(2014_Greek_film)"
"http://dbpedia.org/resource/Rakhshan_Bani-E'temad","Rakhshan Bani-E'temad",1954-04-03,"female","http://dbpedia.org/resource/Tales_(film)"
"http://dbpedia.org/resource/Rakhshan_Bani-E'temad","Rakhshan Bani-E'temad","1954-4-3","female","http://dbpedia.org/resource/Tales_(film)"
"http://dbpedia.org/resource/Rakhshan_Bani-E'temad","Rakhshān Bani E'temād",1954-04-03,"female","http://dbpedia.org/resource/Tales_(film)"
"http://dbpedia.org/resource/Rakhshan_Bani-E'temad","Rakhshān Bani E'temād","1954-4-3","female","http://dbpedia.org/resource/Tales_(film)"
"http://dbpedia.org/resource/François_Reichenbach","François Reichenbach",1921-07-03,"male","http://dbpedia.org/resource/The_Winner_(1962_film)"
"http://dbpedia.org/resource/François_Reichenbach","François Reichenbach","1921-7-21","male","http://dbpedia.org/resource/The_Winner_(1962_film)"
"http://dbpedia.org/resource/Romney_Brent","Romney Brent","1902-1-26","male","http://dbpedia.org/resource/The_Rat_(1937_film)"
"http://dbpedia.org/resource/Assaf_Bernstein","Assaf Bernstein","1970-7-8","male","http://dbpedia.org/resource/The_Debt_(2007_film)"
"http://dbpedia.org/resource/Kenelm_Foss","Kenelm Foss",1885-12-13,"male","http://dbpedia.org/resource/The_Top_Dog"
"http://dbpedia.org/resource/Ruth_Goetz","Ruth Goetz",1912-01-12,"female","http://dbpedia.org/resource/The_Fallen_(1926_film)"
"http://dbpedia.org/resource/Ruth_Goetz","Ruth Goetz","1912-1-12","female","http://dbpedia.org/resource/The_Fallen_(1926_film)"
"http://dbpedia.org/resource/John_Bunyan","John Bunyan",1628-11-28,"male","http://dbpedia.org/resource/Pilgrim's_Progress:_Journey_to_Heaven"
"http://dbpedia.org/resource/John_Bunyan","John Bunyan",1628-11-30,"male","http://dbpedia.org/resource/Pilgrim's_Progress:_Journey_to_Heaven"
"http://dbpedia.org/resource/Luc_Besson","Luc Besson",1959-03-18,"male","http://dbpedia.org/resource/District_13:_Ultimatum"
"http://dbpedia.org/resource/Luc_Besson","Luc Besson","1959-3-18","male","http://dbpedia.org/resource/District_13:_Ultimatum"
"http://dbpedia.org/resource/Tod_Browning","Tod Browning",1880-07-12,"male","http://dbpedia.org/resource/White_Tiger_(1923_film)"
"http://dbpedia.org/resource/Tod_Browning","Tod Browning","1880-7-12","male","http://dbpedia.org/resource/White_Tiger_(1923_film)"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders",1945-08-14,"male","http://dbpedia.org/resource/Notebook_on_Cities_and_Clothes"
"http://dbpedia.org/resource/Wim_Wenders","Wim Wenders","1945-8-14","male","http://dbpedia.org/resource/Notebook_on_Cities_and_Clothes"
"http://dbpedia.org/resource/Woody_Allen","Woody Allen",1935-12-01,"male","http://dbpedia.org/resource/What's_Up,_Tiger_Lily%3F"
"http://dbpedia.org/resource/Woody_Allen","Woody Allen","1935-12-1","male","http://dbpedia.org/resource/What's_Up,_Tiger_Lily%3F"
"http://dbpedia.org/resource/Brian_Koppelman","Brian Koppelman","1966-0-0","male","http://dbpedia.org/resource/National_Treasure_(franchise)"
"http://dbpedia.org/resource/Dave_Eggers","Dave Eggers",1970-03-12,"male","http://dbpedia.org/resource/Away_We_Go"
"http://dbpedia.org/resource/Dave_Eggers","Dave Eggers","1970-3-12","male","http://dbpedia.org/resource/Away_We_Go"
"http://dbpedia.org/resource/Minoru_Kawasaki_(film_director)","Minoru Kawasaki","1958-8-15","male","http://dbpedia.org/resource/Nagai_Go_World:_Maboroshi_Panty_VS_Henchin_Pokoider"
"http://dbpedia.org/resource/Peter_Sohn","Peter Sohn","1977-1-1","male","http://dbpedia.org/resource/Partly_Cloudy"
"http://dbpedia.org/resource/Scud_(film_producer/writer)","Scud","1967-3-20","male","http://dbpedia.org/resource/Permanent_Residence"
"http://dbpedia.org/resource/Scud_(film_producer/writer)","Scud (Danny Cheng Wan-Cheung)","1967-3-20","male","http://dbpedia.org/resource/Permanent_Residence"
"http://dbpedia.org/resource/Scud_(film_producer/writer)","云翔","1967-3-20","male","http://dbpedia.org/resource/Permanent_Residence"
"http://dbpedia.org/resource/Sujoy_Ghosh","Sujoy Ghosh","1966-5-21","male","http://dbpedia.org/resource/Aladin_(film)"
"http://dbpedia.org/resource/Teruo_Ishii","Teruo Ishii",1924-01-01,"male","http://dbpedia.org/resource/Blind_Beast_vs._Dwarf"
"http://dbpedia.org/resource/Teruo_Ishii","Teruo Ishii","1924-1-1","male","http://dbpedia.org/resource/Blind_Beast_vs._Dwarf"
"http://dbpedia.org/resource/Arash_T._Riahi","Arash T. Riahi",1972-08-22,"male","http://dbpedia.org/resource/For_a_Moment,_Freedom"
"http://dbpedia.org/resource/Arash_T._Riahi","Arash T. Riahi","1972-8-22","male","http://dbpedia.org/resource/For_a_Moment,_Freedom"
"http://dbpedia.org/resource/Brad_Mays","Brad Mays",1955-05-30,"male","http://dbpedia.org/resource/SING*ularity"
"http://dbpedia.org/resource/Brad_Mays","Brad Mays","1955-5-30","male","http://dbpedia.org/resource/SING*ularity"
"http://dbpedia.org/resource/Eric_Forsberg","Eric Forsberg",1959-12-16,"male","http://dbpedia.org/resource/Alien_Abduction_(2005_film)"
"http://dbpedia.org/resource/Gardner_Loulan","Gardner Loulan",1982-01-29,"male","http://dbpedia.org/resource/Our_Feature_Presentation"
"http://dbpedia.org/resource/Gardner_Loulan","Gardner Loulan","1982-1-29","male","http://dbpedia.org/resource/Our_Feature_Presentation"
"http://dbpedia.org/resource/H.P._Mendoza","H.P. Mendoza",1977-03-13,"male","http://dbpedia.org/resource/Fruit_Fly_(film)"
"http://dbpedia.org/resource/H.P._Mendoza","H.P. Mendoza","1977-3-13","male","http://dbpedia.org/resource/Fruit_Fly_(film)"
"http://dbpedia.org/resource/H._Scott_Hughes","H. Scott Hughes",1971-05-09,"male","http://dbpedia.org/resource/Food_for_the_Gods"
"http://dbpedia.org/resource/H._Scott_Hughes","H. Scott Hughes","1971-5-9","male","http://dbpedia.org/resource/Food_for_the_Gods"
"http://dbpedia.org/resource/Hisham_Zreiq","Hisham Zreiq",1968-02-09,"male","http://dbpedia.org/resource/The_Sons_of_Eilaboun"
"http://dbpedia.org/resource/Hisham_Zreiq","Hisham Zreiq","1968-2-9","male","http://dbpedia.org/resource/The_Sons_of_Eilaboun"
"http://dbpedia.org/resource/Maija_DiGiorgio","Maija DiGiorgio","1981-1-22","female","http://dbpedia.org/resource/Hollywood_Outlaw_Movie"
"http://dbpedia.org/resource/Mariano_Raffo","Mariano Raffo",1973-07-26,"male","http://dbpedia.org/resource/Return_to_Bolivia"
"http://dbpedia.org/resource/Mariano_Raffo","Mariano Raffo","1973-7-26","male","http://dbpedia.org/resource/Return_to_Bolivia"
"http://dbpedia.org/resource/Michael_Paxton","Michael Paxton",1957-03-29,"male","http://dbpedia.org/resource/Ayn_Rand:_A_Sense_of_Life"
"http://dbpedia.org/resource/Michael_Paxton","Michael Paxton","1957-3-29","male","http://dbpedia.org/resource/Ayn_Rand:_A_Sense_of_Life"
"http://dbpedia.org/resource/S._Ramakrishnan","S. Ramakrishnan",1966-04-13,"male","http://dbpedia.org/resource/Chikku_Bukku"
"http://dbpedia.org/resource/S._Ramakrishnan","S. Ramakrishnan","1966-4-13","male","http://dbpedia.org/resource/Chikku_Bukku"
"http://dbpedia.org/resource/S._Ramakrishnan","எஸ். ராமகிருஷ்ணன்",1966-04-13,"male","http://dbpedia.org/resource/Chikku_Bukku"
"http://dbpedia.org/resource/S._Ramakrishnan","எஸ். ராமகிருஷ்ணன்","1966-4-13","male","http://dbpedia.org/resource/Chikku_Bukku"
"http://dbpedia.org/resource/Sean_Weathers","Sean Weathers",1980-01-14,"male","http://dbpedia.org/resource/House_of_the_Damned_(1996_film)"
"http://dbpedia.org/resource/Sean_Weathers","Sean Weathers","1980-1-14","male","http://dbpedia.org/resource/House_of_the_Damned_(1996_film)"
"http://dbpedia.org/resource/Yorgos_Lanthimos","Yorgos Lanthimos",1973-05-27,"male","http://dbpedia.org/resource/Dogtooth_(film)"
"http://dbpedia.org/resource/Yorgos_Lanthimos","Yorgos Lanthimos","1973-1-1","male","http://dbpedia.org/resource/Dogtooth_(film)"
"http://dbpedia.org/resource/Zach_Cregger","Zach Cregger",1981-03-01,"male","http://dbpedia.org/resource/Miss_March"
"http://dbpedia.org/resource/Zach_Cregger","Zach Cregger","1981-3-1","male","http://dbpedia.org/resource/Miss_March"
"http://dbpedia.org/resource/Ziad_Touma","Ziad Touma","1983-1-1","male","http://dbpedia.org/resource/Saved_by_the_Belles"
"http://dbpedia.org/resource/Chimbu_Deven","Chimbu Deven",1975-11-23,"male","http://dbpedia.org/resource/Irumbukkottai_Murattu_Singam"
"http://dbpedia.org/resource/Nicholas_Stoller","Nicholas Stoller",1976-03-19,"male","http://dbpedia.org/resource/Get_Him_to_the_Greek"
